PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Michael Crabtree,,NYJ,W 45-20,,0/0,0,0,0,,0,0,0,,6,80,3,6,,0,0,0,,32
C.J. Anderson,,Dal,W 42-17,,0/0,0,0,0,,25,118,1,,3,36,1,3,,0,0,0,,30.4
Ty Montgomery*,,@Atl,L 23-34,,0/0,0,0,0,,10,35,1,,6,75,1,7,,0,0,0,,29
Todd Gurley II,,Wsh,L 20-27,,0/0,0,0,0,,16,88,1,,3,48,1,4,,0,1,0,,26.6
Kareem Hunt,,Phi,W 27-20,,0/0,0,0,0,,13,81,2,,3,28,0,3,,0,0,0,,25.9
Jason Witten,,@Den,L 17-42,,0/0,0,0,0,,0,0,0,,10,97,1,13,,0,0,0,,25.7
Chris Thompson*,,@LAR,W 27-20,,0/0,0,0,0,,3,77,2,,3,29,0,7,,0,0,0,,25.6
Travis Kelce,,Phi,W 27-20,,0/0,0,0,0,,0,0,0,,8,103,1,10,,0,0,0,,24.3
Emmanuel Sanders*,,Dal,W 42-17,,0/0,0,0,0,,0,0,0,,6,62,2,8,,0,0,0,,24.2
Devonta Freeman,,GB,W 34-23,,0/0,0,0,0,,19,84,2,,2,16,0,2,,0,0,0,,24
Davante Adams*,,@Atl,L 23-34,,0/0,0,0,0,,0,0,0,,8,99,1,10,,0,0,0,,23.9
Rob Gronkowski,,@NO,W 36-20,,0/0,0,0,0,,0,0,0,,6,116,1,10,,0,0,0,,23.6
J.J. Nelson,,@Ind,W 16-13,,0/0,0,0,0,,0,0,0,,5,120,1,7,,0,0,0,,23
Jermaine Kearse,,@Oak,L 20-45,,0/0,0,0,0,,0,0,0,,4,64,2,5,,0,0,0,,22.4
Mike Evans,,Chi,W 29-7,,0/0,0,0,0,,0,0,0,,7,93,1,9,,0,0,0,,22.3
Alshon Jeffery,,@KC,L 20-27,,0/0,0,0,0,,0,0,0,,7,92,1,13,,0,0,0,,22.2
Javorius Allen,,Cle,W 24-10,,0/0,0,0,0,,14,66,0,,5,35,1,6,,0,0,0,,21.1
Melvin Gordon,,Mia,L 17-19,,0/0,0,0,0,,9,13,1,,7,65,0,8,,0,0,0,,20.8
Allen Hurns,,Ten,L 16-37,,0/0,0,0,0,,0,0,0,,6,82,1,7,,0,0,0,,20.2
Jarvis Landry,,@LAC,W 19-17,,0/1,0,0,0,,1,-7,0,,13,78,0,15,,0,0,0,,20.1
Keenan Allen,,Mia,L 17-19,,0/0,0,0,0,,0,0,0,,9,100,0,10,,0,0,0,,19
Jalen Richard,,NYJ,W 45-20,,0/0,0,0,0,,6,58,1,,2,51,0,2,,0,0,0,,18.9
Dez Bryant,,@Den,L 17-42,,0/0,0,0,0,,0,0,0,,7,59,1,16,,0,0,0,,18.9
Chris Hogan*,,@NO,W 36-20,,0/0,0,0,0,,0,0,0,,5,78,1,6,,0,0,0,,18.8
Martavis Bryant,,Min,W 26-9,,0/0,0,0,0,,1,7,0,,3,91,1,4,,0,0,0,,18.8
Brandon Coleman,,NE,L 20-36,,0/0,0,0,0,,0,0,0,,4,82,1,6,,0,0,0,,18.2
James White*,,@NO,W 36-20,,0/0,0,0,0,,2,11,0,,8,85,0,8,,0,0,0,,17.6
Carlos Hyde,,@Sea,L 9-12,,0/0,0,0,0,,15,124,0,,3,19,0,6,,0,0,0,,17.3
Benjamin Watson,,Cle,W 24-10,,0/0,0,0,0,,0,0,0,,8,91,0,8,,0,0,0,,17.1
Rashard Higgins,,@Bal,L 10-24,,0/0,0,0,0,,1,4,0,,7,95,0,11,,0,0,0,,16.9
Delanie Walker,,@Jax,W 37-16,,0/0,0,0,0,,1,1,1,,4,61,0,4,,0,0,0,,16.2
