PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Todd Gurley II,,@SF,W 41-39,,0/0,0,0,0,,28,113,2,,5,36,1,7,,0,0,0,,37.9
Jordan Howard,,Pit,W 23-17,,0/0,0,0,0,,23,140,2,,5,26,0,5,,0,1,0,,31.6
Chris Thompson*,,Oak,W 27-10,,0/0,0,0,0,,8,38,0,,6,150,1,7,,0,0,0,,30.8
Dalvin Cook*,,TB,W 34-17,,0/0,0,0,0,,27,97,1,,5,72,0,5,,0,0,0,,27.9
Kareem Hunt,,@LAC,W 24-10,,0/0,0,0,0,,17,172,1,,1,11,0,1,,0,0,0,,25.3
Carlos Hyde,,LAR,L 39-41,,0/0,0,0,0,,25,84,2,,3,10,0,4,,0,0,0,,24.4
Devonta Freeman,,@Det,W 30-26,,0/0,0,0,0,,21,106,1,,3,32,0,3,,0,0,0,,22.8
Duke Johnson Jr.,,@Ind,L 28-31,,0/0,0,0,0,,2,23,1,,6,81,0,7,,0,0,0,,22.4
Le'Veon Bell*,,@Chi,L 17-23,,0/0,0,0,0,,15,61,1,,6,37,0,7,,0,0,0,,21.8
Christian McCaffrey,,NO,L 13-34,,0/0,0,0,0,,4,16,0,,9,101,0,11,,0,0,0,,20.7
DeMarco Murray*,,Sea,W 33-27,,0/0,0,0,0,,14,115,1,,1,5,0,2,,0,0,0,,19
Ezekiel Elliott,,@Ari,W 28-17,,0/0,0,0,0,,22,80,1,,3,14,0,4,,0,0,0,,18.4
Leonard Fournette,,Bal,W 44-7,,0/0,0,0,0,,17,59,1,,3,21,0,4,,0,0,0,,17
Tarik Cohen,,Pit,W 23-17,,0/0,0,0,0,,12,78,0,,4,24,0,4,,0,0,0,,14.2
LeSean McCoy,,Den,W 26-16,,0/0,0,0,0,,14,21,0,,7,48,0,7,,0,0,0,,13.9
Melvin Gordon,,KC,L 10-24,,0/0,0,0,0,,17,79,1,,0,0,0,2,,0,0,0,,13.9
Alvin Kamara,,@Car,W 34-13,,0/0,0,0,0,,2,37,1,,3,5,0,5,,0,0,0,,13.2
Chris Carson*,,@Ten,L 27-33,,0/0,0,0,0,,11,34,0,,2,18,1,2,,0,0,0,,13.2
Andre Ellington,,@NE,L 33-36,,0/0,0,0,0,,5,22,0,,5,59,0,8,,0,0,0,,13.1
Joe Mixon,,@GB,L 24-27,,0/0,0,0,0,,18,62,0,,3,39,0,3,,0,0,0,,13.1
Ty Montgomery*,,Cin,W 27-24,,0/0,0,0,0,,12,35,0,,8,15,0,12,,0,0,0,,13
Jamaal Charles*,,@Buf,L 16-26,,0/0,0,0,0,,9,56,1,,1,1,0,1,,0,0,0,,12.7
Frank Gore,,Cle,W 31-28,,0/0,0,0,0,,25,57,1,,1,0,0,1,,0,0,0,,12.7
LeGarrette Blount,,NYG,W 27-24,,0/0,0,0,0,,12,67,1,,0,0,0,0,,0,0,0,,12.7
Giovani Bernard,,@GB,L 24-27,,0/0,0,0,0,,3,27,0,,2,12,1,2,,0,0,0,,11.9
Tevin Coleman,,@Det,W 30-26,,0/0,0,0,0,,6,46,0,,3,43,0,5,,0,0,0,,11.9
Ameer Abdullah,,Atl,L 26-30,,0/0,0,0,0,,14,47,0,,3,39,0,3,,0,0,0,,11.6
D'Onta Foreman*,,@NE,L 33-36,,0/0,0,0,0,,8,25,0,,2,65,0,3,,0,0,0,,11
Mark Ingram,,@Car,W 34-13,,0/0,0,0,0,,14,56,0,,2,30,0,4,,0,0,0,,10.6
C.J. Prosise*,,@Ten,L 27-33,,0/0,0,0,0,,4,9,0,,3,65,0,5,,0,0,0,,10.4
Corey Grant,,Bal,W 44-7,,0/0,0,0,0,,6,75,0,,1,18,0,1,,0,0,0,,10.3
Bilal Powell,,Mia,W 20-6,,0/0,0,0,0,,15,37,1,,0,0,0,0,,0,0,0,,9.7
Wendell Smallwood,,NYG,W 27-24,,0/0,0,0,0,,12,71,0,,1,9,0,2,,0,0,0,,9
Alex Collins,,@Jax,L 7-44,,0/0,0,0,0,,9,82,0,,0,0,0,0,,0,0,0,,8.2
Corey Clement,,NYG,W 27-24,,0/0,0,0,0,,6,22,1,,0,0,0,0,,0,0,0,,8.2
Theo Riddick,,Atl,L 26-30,,0/0,0,0,0,,0,0,0,,4,38,0,9,,0,0,0,,7.8
Javorius Allen,,@Jax,L 7-44,,0/0,0,0,0,,8,15,0,,5,13,0,6,,0,0,0,,7.8
Isaiah Crowell,,@Ind,L 28-31,,0/0,0,0,0,,12,44,0,,2,10,0,3,,0,0,0,,7.4
Branden Oliver,,KC,L 10-24,,0/0,0,0,0,,8,16,0,,4,18,0,6,,0,0,0,,7.4
Derrick Henry,,Sea,W 33-27,,0/0,0,0,0,,13,54,0,,1,10,0,1,,0,0,0,,7.4
DeAndre Washington,,@Wsh,L 10-27,,0/0,0,0,0,,1,0,0,,5,24,0,6,,0,0,0,,7.4
Lamar Miller,,@NE,L 33-36,,0/0,0,0,0,,14,56,0,,1,7,0,1,,0,0,0,,7.3
Jonathan Stewart,,NO,L 13-34,,0/0,0,0,0,,12,57,0,,1,4,0,2,,0,0,0,,7.1
C.J. Anderson,,@Buf,L 16-26,,0/0,0,0,0,,8,36,0,,2,7,0,2,,0,0,0,,6.3
Chris Ivory,,Bal,W 44-7,,0/0,0,0,0,,6,17,0,,2,25,0,2,,0,0,0,,6.2
Matt Breida,,LAR,L 39-41,,0/0,0,0,0,,3,9,0,,3,20,0,4,,0,0,0,,5.9
Adrian Peterson*,,Dal,L 17-28,,0/0,0,0,0,,9,33,0,,2,4,0,2,,0,0,0,,5.7
Benny Cunningham,,Pit,W 23-17,,0/0,0,0,0,,0,0,0,,3,23,0,3,,0,0,0,,5.3
Paul Perkins,,@Phi,L 24-27,,0/0,0,0,0,,9,22,0,,2,8,0,2,,0,0,0,,5
Dion Lewis,,Hou,W 36-33,,0/0,0,0,0,,2,5,0,,3,12,0,3,,0,0,0,,4.7
Jay Ajayi,,NYG,W 27-24,,0/0,0,0,0,,11,16,0,,2,9,0,3,,0,0,0,,4.5
Samaje Perine,,Oak,W 27-10,,0/0,0,0,0,,19,49,0,,1,6,0,1,,0,1,0,,4.5
Kyle Juszczyk,,LAR,L 39-41,,0/0,0,0,0,,0,0,0,,1,34,0,1,,0,0,0,,4.4
Orleans Darkwa,,@Phi,L 24-27,,0/0,0,0,0,,7,22,0,,1,11,0,1,,0,0,0,,4.3
Shane Vereen,,@Phi,L 24-27,,0/0,0,0,0,,1,5,0,,2,18,0,2,,0,0,0,,4.3
Mike Tolbert,,Den,W 26-16,,0/0,0,0,0,,11,41,0,,0,0,0,1,,0,0,0,,4.1
Jeremy Hill*,,@GB,L 24-27,,0/0,0,0,0,,7,23,0,,1,6,0,1,,0,0,0,,3.9
James White*,,Hou,W 36-33,,0/0,0,0,0,,5,17,0,,1,11,0,1,,0,0,0,,3.8
Marshawn Lynch,,@Wsh,L 10-27,,0/0,0,0,0,,6,18,0,,1,8,0,1,,0,0,0,,3.6
Charcandrick West*,,@LAC,W 24-10,,0/0,0,0,0,,2,-1,0,,2,14,0,2,,0,0,0,,3.3
