PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Le'Veon Bell*,,@Bal,W 26-9,,0/0,0,0,0,,35,144,2,,4,42,0,6,,0,0,0,,34.6
Todd Gurley II,,@Dal,W 35-30,,0/0,0,0,0,,23,121,0,,7,94,1,8,,0,0,0,,34.5
Ezekiel Elliott,,LAR,L 30-35,,0/0,0,0,0,,21,85,1,,4,54,1,5,,0,0,0,,29.9
Lamar Miller,,Ten,W 57-14,,0/0,0,0,0,,19,75,1,,4,56,1,5,,0,0,0,,29.1
Bilal Powell,,Jax,W 23-20,,0/0,0,0,0,,21,163,1,,4,27,0,5,,0,0,0,,29
DeAndre Hopkins*,,Ten,W 57-14,,0/0,0,0,0,,0,0,0,,10,107,1,12,,0,0,0,,26.7
Devin Funchess,,@NE,W 33-30,,0/0,0,0,0,,0,0,0,,7,70,2,9,,0,0,0,,26
Alvin Kamara,,@Mia,W 20-0,,0/0,0,0,0,,5,25,0,,10,71,1,10,,0,0,0,,25.6
Tyler Kroft,,@Cle,W 31-7,,0/0,0,0,0,,0,0,0,,6,68,2,7,,0,0,0,,24.8
Leonard Fournette,,@NYJ,L 20-23,,0/0,0,0,0,,24,86,0,,4,59,1,5,,0,0,0,,24.5
Travis Kelce,,Wsh,W 29-20,,0/0,0,0,0,,1,3,0,,7,111,1,8,,0,0,0,,24.4
Jordy Nelson*,,Chi,W 35-14,,0/0,0,0,0,,0,0,0,,4,75,2,7,,0,0,0,,23.5
Michael Thomas,,@Mia,W 20-0,,0/0,0,0,0,,0,0,0,,8,89,1,11,,0,0,0,,22.9
Tyrell Williams,,Phi,L 24-26,,0/0,0,0,0,,0,0,0,,5,115,1,6,,0,0,0,,22.5
Elijah McGuire,,Jax,W 23-20,,0/0,0,0,0,,10,93,1,,2,38,0,2,,0,0,0,,21.1
Duke Johnson Jr.,,Cin,L 7-31,,0/0,0,0,0,,4,13,1,,9,47,0,10,,0,0,0,,21
Ameer Abdullah,,@Min,W 14-7,,0/0,0,0,0,,20,94,1,,3,15,0,4,,0,0,0,,19.9
Will Fuller V,,Ten,W 57-14,,0/0,0,0,0,,1,4,0,,4,35,2,6,,0,0,0,,19.9
J.D. McKissic,,Ind,W 46-18,,0/0,0,0,0,,4,38,1,,1,27,1,1,,0,0,0,,19.5
Andre Ellington,,Ten,W 57-14,,0/0,0,0,0,,5,18,0,,9,86,0,14,,0,0,0,,19.4
Keenan Allen,,Phi,L 24-26,,0/0,0,0,0,,0,0,0,,5,138,0,11,,0,0,0,,18.8
Jaron Brown,,SF,W 18-15,,0/0,0,0,0,,0,0,0,,8,105,0,12,,0,0,0,,18.5
Tevin Coleman,,Buf,L 17-23,,0/0,0,0,0,,9,77,0,,4,65,0,6,,0,0,0,,18.2
Cameron Brate,,NYG,W 25-23,,0/0,0,0,0,,0,0,0,,4,80,1,6,,0,0,0,,18
Wendell Smallwood,,@LAC,W 26-24,,0/0,0,0,0,,10,34,1,,4,45,0,6,,0,0,0,,17.9
Mike Evans,,NYG,W 25-23,,0/0,0,0,0,,0,0,0,,5,67,1,10,,0,0,0,,17.7
Mike Wallace,,Pit,L 9-26,,0/0,0,0,0,,0,0,0,,6,55,1,10,,0,0,0,,17.5
A.J. Derby,,NO,L 0-20,,0/0,0,0,0,,0,0,0,,4,75,1,6,,0,0,0,,17.5
A.J. Green,,@Cle,W 31-7,,0/0,0,0,0,,0,0,0,,5,63,1,7,,0,0,0,,17.3
Chris Hogan*,,Car,L 30-33,,0/0,0,0,0,,0,0,0,,5,60,1,9,,0,0,0,,17
Cooper Kupp,,@Dal,W 35-30,,0/0,0,0,0,,0,0,0,,5,60,1,7,,0,0,0,,17
Giovani Bernard,,@Cle,W 31-7,,0/0,0,0,0,,3,12,0,,3,67,1,4,,0,0,0,,16.9
LeGarrette Blount,,@LAC,W 26-24,,0/0,0,0,0,,16,136,0,,1,20,0,1,,0,0,0,,16.6
Charles Clay,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,5,112,0,7,,0,0,0,,16.2
Danny Amendola,,Car,L 30-33,,0/0,0,0,0,,0,0,0,,6,42,1,7,,0,0,0,,16.2
Kareem Hunt,,Wsh,W 29-20,,0/0,0,0,0,,21,101,0,,4,20,0,4,,0,0,0,,16.1
Terrelle Pryor Sr.*,,@KC,L 20-29,,0/0,0,0,0,,0,0,0,,3,70,1,5,,0,0,0,,16
Odell Beckham Jr.*,,@TB,L 23-25,,0/0,0,0,0,,0,0,0,,7,90,0,15,,0,0,0,,16
Devonta Freeman,,Buf,L 17-23,,0/0,0,0,0,,18,58,1,,2,20,0,2,,0,0,0,,15.8
James White*,,Car,L 30-33,,0/0,0,0,0,,1,7,0,,10,47,0,12,,0,0,0,,15.4
C.J. Anderson,,Oak,W 16-10,,0/0,0,0,0,,20,95,0,,4,17,0,4,,0,0,0,,15.2
Kendall Wright,,@GB,L 14-35,,0/0,0,0,0,,0,0,0,,4,51,1,4,,0,0,0,,15.1
Dez Bryant,,LAR,L 30-35,,0/0,0,0,0,,0,0,0,,5,98,0,13,,0,0,0,,14.8
Stefon Diggs,,Det,L 7-14,,0/0,0,0,0,,0,0,0,,5,98,0,7,,0,0,0,,14.8
Carlos Hyde,,@Ari,L 15-18,,0/0,0,0,0,,16,68,0,,5,27,0,6,,0,0,0,,14.5
Randall Cobb,,Chi,W 35-14,,0/0,0,0,0,,0,0,0,,4,44,1,4,,0,0,0,,14.4
Kelvin Benjamin,,@Atl,W 23-17,,0/0,0,0,0,,0,0,0,,4,104,0,4,,0,0,0,,14.4
Jordan Howard,,@GB,L 14-35,,0/0,0,0,0,,18,53,1,,2,10,0,4,,0,0,0,,14.3
