PLAYER,,OPP,STATUS ET,,C/A,YDS,TD,INT,,RUSH,YDS,TD,,REC,YDS,TD,TAR,,2PC,FUML,TD,,PTS
Melvin Gordon,,@Oak,W 17-16,,0/0,0,0,0,,25,83,1,,9,67,1,12,,0,0,0,,36
Mark Ingram,,Det,W 52-38,,0/0,0,0,0,,25,114,2,,5,36,0,5,,0,1,0,,30
Le'Veon Bell*,,@KC,W 19-13,,0/0,0,0,0,,32,179,1,,3,12,0,6,,0,0,0,,28.1
Adrian Peterson*,,TB,W 38-33,,0/0,0,0,0,,26,134,2,,0,0,0,0,,0,0,0,,25.4
Jerick McKinnon,,GB,W 23-10,,0/0,0,0,0,,15,69,1,,5,30,1,6,,0,1,0,,24.9
Carlos Hyde,,@Wsh,L 24-26,,0/0,0,0,0,,13,28,2,,5,47,0,6,,0,0,0,,24.5
Chris Ivory,,LAR,L 17-27,,0/0,0,0,0,,2,3,0,,9,74,1,10,,0,0,0,,22.7
Christian McCaffrey,,Phi,L 23-28,,0/0,0,0,0,,4,8,0,,10,56,1,14,,0,0,0,,22.4
Leonard Fournette,,LAR,L 17-27,,0/0,0,0,0,,21,130,1,,2,8,0,2,,0,0,0,,21.8
Derrick Henry,,Ind,W 36-22,,0/0,0,0,0,,19,131,1,,1,14,0,1,,0,0,0,,21.5
DeMarco Murray*,,Ind,W 36-22,,0/0,0,0,0,,12,40,1,,4,47,0,4,,0,0,0,,18.7
Jordan Howard,,@Bal,W 27-24,,0/0,0,0,0,,36,167,0,,1,9,0,1,,0,0,0,,18.6
Chris Thompson*,,SF,W 26-24,,0/0,0,0,0,,16,33,0,,4,105,0,5,,0,0,0,,17.8
Matt Forte*,,NE,L 17-24,,0/0,0,0,0,,9,22,0,,8,59,0,8,,0,0,0,,16.1
Kareem Hunt,,Pit,L 13-19,,0/0,0,0,0,,9,21,0,,5,89,0,6,,0,0,0,,16
Doug Martin,,@Ari,L 33-38,,0/0,0,0,0,,14,53,1,,1,11,0,2,,1,0,0,,15.4
Orleans Darkwa,,@Den,W 23-10,,0/0,0,0,0,,21,117,0,,1,13,0,1,,0,0,0,,14
Samaje Perine,,SF,W 26-24,,0/0,0,0,0,,9,23,0,,3,24,1,3,,0,0,0,,13.7
Todd Gurley II,,@Jax,W 27-17,,0/0,0,0,0,,23,116,0,,1,4,0,1,,0,0,0,,13
Jay Ajayi,,@Car,W 28-23,,0/0,0,0,0,,26,130,0,,0,0,0,3,,0,0,0,,13
Devontae Booker,,NYG,L 10-23,,0/0,0,0,0,,1,2,0,,4,78,0,6,,0,0,0,,12
Alvin Kamara,,Det,W 52-38,,0/0,0,0,0,,10,75,0,,3,12,0,3,,0,0,0,,11.7
Dion Lewis,,@NYJ,W 24-17,,0/0,0,0,0,,11,52,1,,0,0,0,0,,0,0,0,,11.2
Lamar Miller,,Cle,W 33-17,,0/0,0,0,0,,15,41,0,,3,40,0,4,,0,0,0,,11.1
Tevin Coleman,,Mia,L 17-20,,0/0,0,0,0,,9,32,1,,1,4,0,1,,0,0,0,,10.6
Theo Riddick,,@NO,L 38-52,,0/0,0,0,0,,2,8,0,,5,45,0,7,,0,0,0,,10.3
Devonta Freeman,,Mia,L 17-20,,0/0,0,0,0,,9,68,0,,2,11,0,4,,0,0,0,,9.9
Javorius Allen,,Chi,L 24-27,,0/0,0,0,0,,10,49,0,,3,17,0,4,,0,0,0,,9.6
Isaiah Crowell,,@Hou,L 17-33,,0/0,0,0,0,,12,58,0,,2,15,0,2,,0,0,0,,9.3
Bobby Rainey Jr.,,Chi,L 24-27,,0/0,0,0,0,,0,0,0,,2,11,0,2,,0,0,1,,9.1
Frank Gore,,@Ten,L 22-36,,0/0,0,0,0,,10,49,0,,2,18,0,3,,0,0,0,,8.7
LeGarrette Blount,,@Car,W 28-23,,0/0,0,0,0,,14,67,0,,0,0,0,0,,1,0,0,,8.7
Charles Sims,,@Ari,L 33-38,,0/0,0,0,0,,0,0,0,,4,45,0,5,,0,0,0,,8.5
James White*,,@NYJ,W 24-17,,0/0,0,0,0,,3,23,0,,4,22,0,7,,0,0,0,,8.5
Tarik Cohen,,@Bal,W 27-24,,1/1,21,1,0,,14,32,0,,1,14,0,3,,0,1,0,,8.4
