Chg,"Player
Sort First: 



		Last:",Team,Opp,Rec,Yard,TD,FFPts
,Mike Evans,TB,NE,9,110,1,17.0
,Jordy Nelson,GB,@DAL,7,100,1,16.0
,Stefon Diggs,MIN,@CHI,7,90,1,15.5
,A.J. Green,CIN,BUF,7,95,1,15.5
,DeAndre Hopkins,HOU,KC,7,95,1,15.5
,Odell Beckham Jr.,NYG,LAC,6,90,1,15.0
,Antonio Brown,PIT,JAC,7,90,1,15.0
,Dez Bryant,DAL,GB,7,90,1,15.0
,Tyreek Hill,KC,@HOU,6,80,1,15.0
,Brandin Cooks,NE,@TB,6,85,1,14.5
,Golden Tate,DET,CAR,7,75,1,14.5
,Keenan Allen,LAC,@NYG,7,80,1,14.0
,T.Y. Hilton,IND,SF,6,80,1,14.0
,Doug Baldwin,SEA,@LAR,6,75,1,13.5
,Pierre Garcon,SF,@IND,6,75,1,13.5
,DeSean Jackson,TB,NE,6,75,1,13.5
,DeVante Parker,MIA,TEN,5,75,1,13.5
,Kelvin Benjamin,CAR,@DET,6,70,1,13.0
,Randall Cobb,GB,@DAL,6,70,1,13.0
,Larry Fitzgerald,ARI,@PHI,6,70,1,13.0
,Chris Hogan,NE,@TB,6,65,1,12.5
,Rishard Matthews,TEN,@MIA,5,65,1,12.5
,Michael Crabtree,OAK,BAL,4,60,1,12.0
,Jermaine Kearse,NYJ,@CLE,4,60,1,12.0
,Cooper Kupp,LAR,SEA,6,60,1,12.0
,Adam Thielen,MIN,@CHI,4,60,1,12.0
,Jarvis Landry,MIA,TEN,7,70,0,7.0
,Danny Amendola,NE,@TB,6,65,0,6.5
,Jaron Brown,ARI,@PHI,4,60,0,6.0
,Devin Funchess,CAR,@DET,4,60,0,6.0
,Allen Hurns,JAC,@PIT,4,60,0,6.0
,Tyrell Williams,LAC,@NYG,5,60,0,6.0
,Tyler Lockett,SEA,@LAR,4,55,0,5.5
,Robby Anderson,NYJ,@CLE,3,50,0,5.0
,Martavis Bryant,PIT,JAC,3,50,0,5.0
,Amari Cooper,OAK,BAL,4,50,0,5.0
,Eric Decker,TEN,@MIA,4,50,0,5.0
,Sterling Shepard,NYG,LAC,3,50,0,5.0
,Sammy Watkins,LAR,SEA,3,50,0,5.0
,Kendall Wright,CHI,MIN,4,50,0,5.0
,Davante Adams,GB,@DAL,3,45,0,4.5
,John Brown,ARI,@PHI,3,45,0,4.5
,Adam Humphries,TB,NE,4,45,0,4.5
,Jeremy Maclin,BAL,@OAK,4,45,0,4.5
,Paul Richardson,SEA,@LAR,3,45,0,4.5
,Torrey Smith,PHI,ARI,3,45,0,4.5
,Mike Wallace,BAL,@OAK,3,45,0,4.5
,Terrance Williams,DAL,GB,3,45,0,4.5
,Nelson Agholor,PHI,ARI,3,40,0,4.0
,Travis Benjamin,LAC,@NYG,3,40,0,4.0
