Chg,"Player
Sort First: 



		Last:",Team,Opp,Rec,Yard,TD,FFPts
,Tyreek Hill,KC,@DAL,6,90,1,16.0
,Michael Crabtree,OAK,@MIA,7,90,1,15.0
,T.Y. Hilton,IND,@HOU,6,90,1,15.0
,Michael Thomas,NO,TB,6,90,1,15.0
,Mike Evans,TB,@NO,7,85,1,14.5
,Doug Baldwin,SEA,WAS,6,80,1,14.0
,Dez Bryant,DAL,KC,6,80,1,14.0
,Amari Cooper,OAK,@MIA,6,80,1,14.0
,DeAndre Hopkins,HOU,IND,6,80,1,14.0
,Demaryius Thomas,DEN,@PHI,6,80,1,14.0
,Devin Funchess,CAR,ATL,6,75,1,13.5
,Julio Jones,ATL,@CAR,5,75,1,13.5
,Golden Tate,DET,@GB,7,75,1,13.5
,A.J. Green,CIN,@JAC,5,70,1,13.0
,DeVante Parker,MIA,OAK,5,70,1,13.0
,Robby Anderson,NYJ,BUF,4,65,1,12.5
,Marvin Jones,DET,@GB,4,65,1,12.5
,Marqise Lee,JAC,CIN,5,65,1,12.5
,Sammy Watkins,LAR,@NYG,4,65,1,12.5
,Robert Woods,LAR,@NYG,4,65,1,12.5
,Larry Fitzgerald,ARI,@SF,5,60,1,12.0
,Jordy Nelson,GB,DET,4,60,1,12.0
,Mohamed Sanu,ATL,@CAR,4,60,1,12.0
,Will Fuller,HOU,IND,3,50,1,11.0
,Jarvis Landry,MIA,OAK,9,90,0,9.0
,John Brown,ARI,@SF,4,60,0,6.0
,DeSean Jackson,TB,@NO,4,60,0,6.0
,Cooper Kupp,LAR,@NYG,5,55,0,6.0
,Jeremy Maclin,BAL,@TEN,5,60,0,6.0
,Paul Richardson,SEA,WAS,4,60,0,6.0
,Sterling Shepard,NYG,LAR,4,60,0,6.0
,Ted Ginn Jr.,NO,TB,4,55,0,5.5
,Allen Hurns,JAC,CIN,4,55,0,5.5
,Rishard Matthews,TEN,BAL,4,55,0,5.5
,Demarcus Robinson,KC,@DAL,4,55,0,5.5
,Marquise Goodwin,SF,ARI,3,50,0,5.0
,Alshon Jeffery,PHI,DEN,4,50,0,5.0
,Jordan Matthews,BUF,@NYJ,4,50,0,5.0
,Kenny Stills,MIA,OAK,4,50,0,5.0
,Davante Adams,GB,DET,3,45,0,4.5
,Aldrick Robinson,SF,ARI,3,45,0,4.5
,Emmanuel Sanders,DEN,@PHI,4,45,0,4.5
,Nelson Agholor,PHI,DEN,3,40,0,4.0
,Kamar Aiken,IND,@HOU,3,40,0,4.0
,Randall Cobb,GB,DET,3,40,0,4.0
,Corey Davis,TEN,BAL,3,40,0,4.0
,Josh Doctson,WAS,@SEA,3,40,0,4.0
,Jermaine Kearse,NYJ,BUF,3,40,0,4.0
,Tyler Lockett,SEA,WAS,3,40,0,4.0
,Russell Shepard,CAR,ATL,3,40,0,4.0
