Chg,"Player
Sort First: 



		Last:",Team,Opp,Rec,Yard,TD,FFPts
,DeAndre Hopkins,HOU,@TEN,7,105,1,16.5
,Brandin Cooks,NE,@BUF,6,95,1,15.5
,Antonio Brown,PIT,@CIN,7,90,1,15.0
,Davante Adams,GB,TB,6,85,1,14.5
,Robby Anderson,NYJ,KC,6,85,1,14.5
,Mike Evans,TB,@GB,7,85,1,14.5
,Devin Funchess,CAR,@NO,6,85,1,14.5
,Marqise Lee,JAC,IND,6,85,1,14.5
,Adam Thielen,MIN,@ATL,6,85,1,14.5
,Demaryius Thomas,DEN,@MIA,7,85,1,14.5
,Keenan Allen,LAC,CLE,6,80,1,14.0
,Doug Baldwin,SEA,PHI,6,80,1,14.0
,Jamison Crowder,WAS,@DAL,7,80,1,14.0
,A.J. Green,CIN,PIT,6,80,1,14.0
,Cooper Kupp,LAR,@ARI,8,80,1,14.0
,Golden Tate,DET,@BAL,8,80,1,14.0
,Michael Thomas,NO,CAR,6,80,1,14.0
,Larry Fitzgerald,ARI,LAR,7,75,1,13.5
,Marquise Goodwin,SF,@CHI,4,75,1,13.5
,Julio Jones,ATL,MIN,5,75,1,13.5
,Jarvis Landry,MIA,DEN,7,75,1,13.5
,Alshon Jeffery,PHI,@SEA,5,70,1,13.0
,Josh Doctson,WAS,@DAL,5,65,1,12.5
,Dontrelle Inman,CHI,SF,5,65,1,12.5
,Marvin Jones,DET,@BAL,4,65,1,12.5
,Jermaine Kearse,NYJ,KC,4,65,1,12.5
,Jeremy Maclin,BAL,DET,6,65,1,12.5
,Seth Roberts,OAK,NYG,4,65,1,12.5
,Sterling Shepard,NYG,@OAK,5,65,1,12.5
,Dede Westbrook,JAC,IND,4,65,1,12.5
,JuJu Smith-Schuster,PIT,@CIN,5,60,1,12.0
,Corey Coleman,CLE,@LAC,4,50,1,11.0
,Zay Jones,BUF,NE,4,50,1,11.0
,Mohamed Sanu,ATL,MIN,4,50,1,11.0
,Tyreek Hill,KC,@NYJ,5,75,0,8.5
,DeSean Jackson,TB,@GB,5,70,0,7.0
,Dez Bryant,DAL,WAS,5,65,0,6.5
,Stefon Diggs,MIN,@ATL,5,65,0,6.5
,Paul Richardson,SEA,PHI,4,65,0,6.5
,Danny Amendola,NE,@BUF,6,60,0,6.0
,Corey Davis,TEN,HOU,4,55,0,5.5
,Ted Ginn Jr.,NO,CAR,4,55,0,5.5
,Josh Gordon,CLE,@LAC,4,55,0,5.5
,Tyler Lockett,SEA,PHI,4,55,0,5.5
,Cordarrelle Patterson,OAK,NYG,3,40,0,5.5
,Emmanuel Sanders,DEN,@MIA,4,55,0,5.5
,Randall Cobb,GB,TB,4,45,0,5.0
,DeVante Parker,MIA,DEN,3,50,0,5.0
,Kenny Stills,MIA,DEN,4,50,0,5.0
,Mike Wallace,BAL,DET,3,50,0,5.0
