Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Reshad Jones DB MIA (1),,@NEL 17-35 ,17,,3,10,0,0,0,1,1,,91%
Desmond King DB LAC (9),,@DALW 28-6 ,17,,0,5,1,0,0,0,1,,39%
IRLandon Collins DB NYG (8),,@WASL 10-20 ,13,,2,13,0,0,0,0,0,,86%
Jonathan Jones DB NE (9),,MIAW 35-17 ,12,,0,9,0,1,0,0,0,,0%
Morgan Burnett DB GB (8),,@PITL 28-31 ,11,,0,9,0,0,1,0,0,,41%
Vonn Bell DB NO (5),,@LAL 20-26 ,11,,2,9,0,1,0,0,0,,31%
Patrick Chung DB NE (9),,MIAW 35-17 ,10,,1,9,0,0,0,1,0,,26%
Barry Church DB JAC (8),,@ARIL 24-27 ,10,,1,8,1,0,0,0,0,,63%
IRJanoris Jenkins DB NYG (8),,@WASL 10-20 ,10,,0,0,1,0,0,0,1,,11%
Eric Reid DB SF (11),,SEAL 13-24 ,9,,0,7,1,0,0,0,0,,21%
Daniel Sorensen DB KC (10),,BUFL 10-16 ,9,,0,7,0,1,0,0,0,,39%
Adrian Amos DB CHI (9),,@PHIL 3-31 ,8,,0,6,0,0,1,0,0,,45%
Ryan Smith DB TB (1),,@ATLL 20-34 ,8,,0,8,0,0,0,0,0,,1%
Cre'von LeBlanc DB CHI (9),,@PHIL 3-31 ,8,,1,6,0,0,1,0,0,,0%
Dre Kirkpatrick DB CIN (6),,CLEW 30-16 ,7,,2,7,0,0,0,0,0,,4%
QXavier Rhodes DB MIN (9),,@DETW 30-23 ,7,,0,5,1,0,0,0,0,,11%
Robert Alford DB ATL (5),,TBW 34-20 ,7,,0,7,0,0,0,0,0,,10%
Bradley McDougald DB SEA (6),,@SFW 24-13 ,7,,2,7,0,0,0,0,0,,12%
E.J. Gaines DB BUF (6),,@KCW 16-10 ,7,,1,7,0,0,0,0,0,,4%
Kevin Johnson DB HOU (7),,@BALL 16-23 ,7,,0,7,0,0,0,0,0,,1%
IRJustin Evans DB TB (1),,@ATLL 20-34 ,7,,1,7,0,0,0,0,0,,14%
Andrew Sendejo DB MIN (9),,@DETW 30-23 ,6,,1,6,0,0,0,0,0,,14%
D.J. Hayden DB DET (7),,MINL 23-30 ,6,,0,6,0,0,0,0,0,,2%
Tyrann Mathieu DB ARI (8),,JACW 27-24 ,6,,0,4,1,0,0,0,0,,62%
Marcus Peters DB KC (10),,BUFL 10-16 ,6,,0,6,0,0,0,0,0,,40%
Keanu Neal DB ATL (5),,TBW 34-20 ,6,,2,6,0,0,0,0,0,,84%
Jalen Ramsey DB JAC (8),,@ARIL 24-27 ,6,,0,6,0,0,0,0,0,,26%
Josh Jones DB GB (8),,@PITL 28-31 ,6,,0,6,0,0,0,0,0,,14%
Brent Grimes DB TB (1),,@ATLL 20-34 ,5,,0,4,0,0,0,1,0,,7%
Eric Weddle DB BAL (10),,HOUW 23-16 ,5,,0,5,0,0,0,0,0,,58%
IROrlando Scandrick DB DAL (6),,LACL 6-28 ,5,,1,5,0,0,0,0,0,,2%
Earl Thomas DB SEA (6),,@SFW 24-13 ,5,,0,5,0,0,0,0,0,,36%
OUTAlterraun Verner DB MIA (1),,@NEL 17-35 ,5,,0,3,0,0,1,0,0,,1%
Darian Stewart DB DEN (5),,@OAKL 14-21 ,5,,1,5,0,0,0,0,0,,5%
