Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Josh Jones DB GB (8),,CINW 27-24 ,15,,1,11,0,2,0,0,0,,14%
Glover Quin DB DET (7),,ATLL 26-30 ,13,,3,5,1,0,0,0,1,,61%
Terrance Mitchell DB KC (10),,@LACW 24-10 ,13,,0,9,2,0,0,0,0,,26%
William Jackson DB CIN (6),,@GBL 24-27 ,12,,0,4,1,0,0,0,1,,1%
IRTyvon Branch DB ARI (8),,DALL 17-28 ,11,,1,11,0,0,0,0,0,,38%
Buster Skrine DB NYJ (11),,MIAW 20-6 ,10,,0,8,0,1,0,0,0,,8%
E.J. Gaines DB BUF (6),,DENW 26-16 ,10,,1,6,1,0,1,0,0,,4%
Devin McCourty DB NE (9),,HOUW 36-33 ,9,,1,9,0,0,0,0,0,,74%
Darius Slay DB DET (7),,ATLL 26-30 ,9,,0,5,2,0,0,0,0,,22%
Darqueze Dennard DB CIN (6),,@GBL 24-27 ,9,,3,7,0,1,0,0,0,,19%
OUTJalen Mills DB PHI (10),,NYGW 27-24 ,9,,3,9,0,0,0,0,0,,45%
Michael Mitchell DB PIT (9),,@CHIL 17-23 ,8,,1,8,0,0,0,0,0,,4%
Harrison Smith DB MIN (9),,TBW 34-17 ,8,,1,6,1,0,0,0,0,,80%
IRLandon Collins DB NYG (8),,@PHIL 24-27 ,8,,3,6,0,0,1,0,0,,86%
QKarl Joseph DB OAK (10),,@WASL 10-27 ,8,,1,8,0,0,0,0,0,,51%
Miles Killebrew DB DET (7),,ATLL 26-30 ,8,,1,8,0,0,0,0,0,,11%
Tre'Davious White DB BUF (6),,DENW 26-16 ,8,,1,6,1,0,0,0,0,,41%
Patrick Robinson DB PHI (10),,NYGW 27-24 ,7,,0,5,1,0,0,0,0,,5%
IRKam Chancellor DB SEA (6),,@TENL 27-33 ,7,,0,7,0,0,0,0,0,,37%
Reshad Jones DB MIA (1),,@NYJL 6-20 ,7,,1,7,0,0,0,0,0,,91%
IRJimmie Ward DB SF (11),,LAL 39-41 ,7,,0,7,0,0,0,0,0,,4%
Darryl Roberts DB NYJ (11),,MIAW 20-6 ,7,,0,7,0,0,0,0,0,,0%
Bryce Callahan DB CHI (9),,PITW 23-17 ,7,,1,3,0,1,1,0,0,,0%
Ken Crawley DB NO (5),,@CARW 34-13 ,7,,1,7,0,0,0,0,0,,3%
Brian Poole DB ATL (5),,@DETW 30-26 ,7,,2,7,0,0,0,0,0,,5%
Kurt Coleman DB CAR (11),,NOL 13-34 ,6,,3,6,0,0,0,0,0,,29%
Darian Stewart DB DEN (5),,@BUFL 16-26 ,6,,1,6,0,0,0,0,0,,5%
Andrew Sendejo DB MIN (9),,TBW 34-17 ,6,,1,4,1,0,0,0,0,,14%
Marcus Gilchrist DB HOU (7),,@NEL 33-36 ,6,,1,2,0,1,1,0,0,,2%
