Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Travis Kelce TE - KC,BUF,-,-,-,-,-,71.8,0.51,-,-,0.04,10.16
Rob Gronkowski TE - NE,MIA,-,-,-,-,-,61.34,0.45,-,0.01,0.03,8.79
Zach Ertz TE - PHI,CHI,-,-,-,-,-,53.23,0.42,-,-,0.03,7.78
Jared Cook TE - OAK View Videos,DEN,-,-,-,-,-,57.6,0.34,-,0.01,0.03,7.76
Jimmy Graham TE - SEA View Videos,@SF,-,-,-,-,-,49.06,0.41,-,0.01,0.03,7.33
Evan Engram TE - NYG,@WAS,-,-,-,0.22,-,52.44,0.34,-,-,0.04,7.23
Vernon Davis TE - WAS View Videos,NYG,-,-,-,-,-,52.64,0.33,-,0.01,0.02,7.22
Delanie Walker TE - TEN,@IND,-,-,-,-,-,51.34,0.28,-,0.01,0.03,6.77
Jack Doyle TE - IND View Videos,TEN,-,-,-,-,-,47.27,0.29,-,0.01,0.03,6.43
Kyle Rudolph TE - MIN View Videos,@DET,-,-,-,-,-,44.79,0.3,-,0.01,0.03,6.24
Austin Seferian-Jenkins TE - NYJ,CAR,-,-,-,0.03,-,44.41,0.29,-,-,0.03,6.12
Greg Olsen TE - CAR View Videos,@NYJ,-,-,-,-,-,44.67,0.24,-,0.02,0.02,5.91
C.J. Fiedorowicz TE - HOU,@BAL,-,-,-,-,-,41.16,0.26,-,-,0.03,5.62
Cameron Brate TE - TB View News View Videos,@ATL,-,-,-,-,-,38.17,0.25,-,-,0.02,5.28
Eric Ebron TE - DET View News View Videos,MIN,-,-,-,0.14,0.01,37.89,0.24,-,0.01,0.02,5.28
Austin Hooper TE - ATL,TB,-,-,-,0.1,-,35.38,0.26,-,-,0.02,5.07
Jason Witten TE - DAL,LAC,-,-,-,-,-,34.55,0.24,-,0.01,0.01,4.90
Marcedes Lewis TE - JAX View Videos,@ARI,-,-,-,-,-,31.87,0.26,-,0.01,0.01,4.75
Hunter Henry TE - LAC,@DAL,-,-,-,0.13,-,32.6,0.23,-,0.01,0.02,4.63
Tyler Kroft TE - CIN View Videos,CLE,-,-,-,0.04,-,32.81,0.22,-,-,0.02,4.57
Julius Thomas TE - MIA,@NE,-,-,-,-,-,32.41,0.22,-,-,0.02,4.52
Charles Clay TE - BUF View News View Videos,@KC,-,-,-,-,-,33.31,0.2,-,-,0.02,4.49
Jermaine Gresham TE - ARI View Videos,JAX,-,-,-,-,-,31.3,0.23,-,0.01,0.02,4.49
Benjamin Watson TE - BAL View Videos,HOU,-,-,-,-,-,30.35,0.21,-,0.01,0.01,4.30
David Njoku TE - CLE View Videos,@CIN,-,-,-,0.54,-,29.49,0.19,-,0.01,0.02,4.12
