Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Kirk Cousins QB - WAS View Videos,DAL,308.11,2.06,0.58,16.19,0.17,-,-,-,0.05,0.24,21.66
Tom Brady QB - NE View Videos,LAC,302.16,1.97,0.58,7.17,0.06,-,-,-,0.09,0.2,19.66
Dak Prescott QB - DAL View Videos,@WAS,271.94,1.74,0.56,19.65,0.22,-,-,-,0.02,0.22,19.60
Drew Brees QB - NO View Videos,CHI,308.79,2.03,0.88,6.08,0.07,-,-,-,0.07,0.22,19.44
Russell Wilson QB - SEA View Videos,HOU,268.83,1.8,0.92,22.71,0.16,-,-,-,0.14,0.24,19.14
Jameis Winston QB - TB View Videos,CAR,280.87,1.88,0.6,9.33,0.06,-,-,-,0.1,0.22,18.61
Matt Ryan QB - ATL View News View Videos,@NYJ,281.6,1.84,0.55,8.77,0.07,-,-,-,0.03,0.2,18.48
Carson Wentz QB - PHI View Videos,SF,248.45,1.65,0.57,23.25,0.19,-,-,-,0.01,0.24,18.40
Alex Smith QB - KC,DEN,248.01,1.83,0.6,12.53,0.1,-,-,-,0.18,0.22,17.81
Cam Newton QB - CAR View News View Videos,@TB,232.41,1.44,0.92,25.44,0.26,-,-,-,0.06,0.22,17.00
Andy Dalton QB - CIN View Videos,IND,253.19,1.47,0.43,11.7,0.11,-,-,-,0.04,0.2,16.66
Tyrod Taylor QB - BUF View Videos,OAK,210.16,1.32,0.48,27.13,0.21,-,-,-,0.02,0.19,16.36
Deshaun Watson QB - HOU,@SEA,228,1.42,0.86,23.36,0.22,-,-,-,0.02,0.21,16.36
Philip Rivers QB - LAC View Videos,@NE,253.92,1.87,0.87,3.53,0.02,-,-,-,0.05,0.21,16.05
Ben Roethlisberger QB - PIT,@DET,260.45,1.44,0.83,6.77,0.06,-,-,-,0.08,0.19,15.34
Derek Carr QB - OAK View Videos,@BUF,255.59,1.46,0.87,8.17,0.06,-,-,-,0.05,0.22,15.16
Matthew Stafford QB - DET View Videos,PIT,230.57,1.47,0.87,9.19,0.08,-,-,-,0.13,0.2,14.62
Josh McCown QB - NYJ,ATL,214.64,1.45,0.98,10.79,0.09,-,-,-,0.05,0.2,13.74
Case Keenum QB - MIN View Videos,@CLE,230.13,1.17,0.86,8.47,0.06,-,-,-,0.01,0.2,12.99
Trevor Siemian QB - DEN,@KC,217.21,1.21,1.1,11.08,0.1,-,-,-,0.08,0.22,12.76
Matt Moore QB - MIA,@BAL,204.41,1.39,0.87,6.69,0.05,-,-,-,0.06,0.17,12.75
C.J. Beathard QB - SF,@PHI,208.42,1.03,0.97,14.06,0.12,-,-,-,0.01,0.22,12.22
Joe Flacco QB - BAL View Videos,MIA,199.63,1.23,0.94,4.68,0.04,-,-,-,0.06,0.2,11.45
Jacoby Brissett QB - IND View Videos,@CIN,173.29,0.67,0.58,18.66,0.16,-,-,-,0.06,0.21,10.98
Mitchell Trubisky QB - CHI View Videos,@NO,156.21,0.74,0.49,19.32,0.17,-,-,-,0.02,0.16,10.90
