Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Alvin Kamara RB - NO View Videos,ATL,-,-,-,57.98,0.57,49.6,0.32,-,0.01,0.1,15.92
Ezekiel Elliott RB - DAL View Videos,SEA,-,-,-,92.11,0.72,18.99,0.09,-,0.01,0.15,15.69
Kareem Hunt RB - KC View Videos,MIA,-,-,-,84.42,0.6,27.08,0.18,-,0.01,0.13,15.59
Mark Ingram RB - NO View News,ATL,-,-,-,78.52,0.65,30.47,0.12,-,0.01,0.12,15.30
Le'Veon Bell RB - PIT View Videos,@HOU,-,-,-,74.56,0.61,32.41,0.17,-,0.01,0.14,15.12
LeSean McCoy RB - BUF View News View Videos,@NE,-,-,-,86.96,0.49,25.11,0.13,-,0.01,0.14,14.67
Kenyan Drake RB - MIA View News View Videos,@KC,-,-,-,75.79,0.57,30.47,0.13,-,0.01,0.14,14.57
Todd Gurley RB - LA View Videos,@TEN,-,-,-,60.1,0.55,36.83,0.2,-,0.01,0.13,13.95
Dion Lewis RB - NE View Videos,BUF,-,-,-,80.06,0.61,16.78,0.09,-,0.01,0.13,13.64
Devonta Freeman RB - ATL View News View Videos,@NO,-,-,-,73.83,0.58,22.44,0.11,-,0.01,0.11,13.57
Jordan Howard RB - CHI,CLE,-,-,-,83.47,0.57,11.94,0.05,-,0.01,0.12,13.04
Alex Collins RB - BAL View Videos,IND,-,-,-,75.15,0.54,17.33,0.08,-,0.01,0.11,12.77
Melvin Gordon RB - LAC View Videos,@NYJ,-,-,-,64.13,0.47,29.04,0.13,-,-,0.12,12.68
Leonard Fournette RB - JAX View Videos,@SF,-,-,-,74.67,0.46,20.13,0.08,-,0.01,0.13,12.48
Joe Mixon RB - CIN View Videos,DET,-,-,-,63.58,0.57,17.58,0.08,-,0.01,0.1,11.84
Jamaal Williams RB - GB View Videos,MIN,-,-,-,54.54,0.44,22.57,0.15,-,0.01,0.09,11.09
Marshawn Lynch RB - OAK View Videos,@PHI,-,-,-,66,0.45,13.49,0.05,-,0.01,0.1,10.77
Latavius Murray RB - MIN View Videos,@GB,-,-,-,66.07,0.51,9.58,0.04,-,0.01,0.11,10.67
Peyton Barber RB - TB View Videos,@CAR,-,-,-,59.77,0.45,15.8,0.07,-,0.01,0.09,10.52
C.J. Anderson RB - DEN View Videos,@WAS,-,-,-,66.27,0.38,13.97,0.06,-,-,0.12,10.42
Carlos Hyde RB - SF View Videos,JAX,-,-,-,56.82,0.32,23.98,0.1,-,-,0.11,10.38
Lamar Miller RB - HOU,PIT,-,-,-,60.5,0.39,15.7,0.08,-,0.01,0.1,10.26
Isaiah Crowell RB - CLE,@CHI,-,-,-,65.64,0.39,13.36,0.03,-,0.01,0.11,10.22
Christian McCaffrey RB - CAR View News,TB,-,-,-,32.83,0.21,42.04,0.25,-,0.01,0.08,10.11
Theo Riddick RB - DET,@CIN,-,-,-,39.85,0.32,33.67,0.15,-,0.01,0.08,10.03
