Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Russell Wilson QB - SEA View Videos,WAS,294.08,1.92,0.83,26.34,0.21,-,-,-,0.13,0.25,21.44
Drew Brees QB - NO View Videos,TB,309.83,2.11,0.89,7.06,0.09,-,-,-,0.05,0.22,19.96
Dak Prescott QB - DAL View Videos,KC,263.77,1.79,0.94,21.94,0.28,-,-,-,0.07,0.21,19.42
Alex Smith QB - KC,@DAL,271.78,1.82,0.58,15.46,0.14,-,-,-,0.12,0.22,19.18
Matt Ryan QB - ATL View News View Videos,@CAR,302.31,1.84,0.84,7.35,0.06,-,-,-,0.02,0.21,18.49
Jameis Winston QB - TB View Videos,@NO,277.47,1.75,0.86,9.55,0.06,-,-,-,0.06,0.23,17.35
Matthew Stafford QB - DET View Videos,@GB,275.65,1.58,0.9,10.37,0.09,-,-,-,0.14,0.21,16.98
Kirk Cousins QB - WAS View Videos,@SEA,262.72,1.72,0.86,10.9,0.1,-,-,-,0.04,0.24,16.96
Tyrod Taylor QB - BUF View Videos,@NYJ,222.15,1.25,0.44,26.48,0.2,-,-,-,0.02,0.2,16.49
Marcus Mariota QB - TEN View Videos,BAL,237.46,1.36,0.89,18.96,0.16,-,-,-,0.05,0.21,15.69
Cam Newton QB - CAR View News View Videos,ATL,210.65,1.43,0.99,25.55,0.18,-,-,-,0.06,0.21,15.50
Carson Wentz QB - PHI View Videos,DEN,230.95,1.55,0.9,14.32,0.08,-,-,-,0.06,0.21,15.25
Derek Carr QB - OAK View Videos,@MIA,237.39,1.56,0.66,7.19,0.05,-,-,-,0.05,0.22,15.09
Josh McCown QB - NYJ,BUF,233.64,1.52,0.92,8.81,0.09,-,-,-,0.05,0.21,14.69
Blake Bortles QB - JAX View Videos,CIN,209.59,1.35,0.87,16.28,0.13,-,-,-,0.05,0.2,14.15
Eli Manning QB - NYG View Videos,LA,228.64,1.49,0.92,5.12,0.05,-,-,-,0.08,0.19,13.86
Jay Cutler QB - MIA,OAK,219.02,1.48,0.94,4.04,0.03,-,-,-,0.05,0.16,13.16
C.J. Beathard QB - SF,ARI,192.73,1.1,0.99,18.19,0.18,-,-,-,0.09,0.22,12.77
Jared Goff QB - LA View Videos,@NYG,210.56,1.21,0.86,8.67,0.07,-,-,-,0.03,0.19,12.51
Andy Dalton QB - CIN View Videos,@JAX,220.83,1.08,1,11.28,0.08,-,-,-,0.01,0.2,12.38
Brock Osweiler QB - DEN,@PHI,206.78,0.97,0.89,10.08,0.08,-,-,-,0.02,0.19,11.52
Jacoby Brissett QB - IND View Videos,@HOU,186.17,0.9,0.87,16.87,0.14,-,-,-,0.05,0.21,11.51
Tom Savage QB - HOU View Videos,IND,183.36,0.87,0.44,8.95,0.08,-,-,-,0.01,0.17,10.99
Brett Hundley QB - GB View Videos,DET,196.16,0.82,1.03,13.92,0.13,-,-,-,0.02,0.2,10.88
Joe Flacco QB - BAL View Videos,@TEN,195.87,1.02,0.58,1.78,0.01,-,-,-,0.1,0.17,10.85
