Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Aaron Rodgers QB - GB,SEA,299.96,2.14,0.86,20.83,0.18,-,-,-,0.02,0.24,21.56
Russell Wilson QB - SEA View Videos,@GB,290.53,1.9,0.93,20.98,0.15,-,-,-,0.13,0.23,20.16
Matt Ryan QB - ATL View News View Videos,@CHI,304.54,2.12,0.9,8.07,0.08,-,-,-,0.05,0.21,19.83
Tyrod Taylor QB - BUF View Videos,NYJ,235.34,1.42,0.66,37.06,0.33,-,-,-,0.02,0.2,19.10
Tom Brady QB - NE View Videos,KC,296.59,1.97,0.93,8.58,0.08,-,-,-,0.11,0.21,19.02
Kirk Cousins QB - WAS View Videos,PHI,287.56,1.85,0.97,10.78,0.12,-,-,-,0.06,0.22,18.44
Sam Bradford QB - MIN,NO,289.41,1.81,0.8,5.95,0.05,-,-,-,0.03,0.22,17.73
Dak Prescott QB - DAL View Videos,NYG,254.28,1.66,0.91,16.5,0.17,-,-,-,0.02,0.22,17.26
Carson Palmer QB - ARI,@DET,286.18,1.88,1.06,2.45,0.02,-,-,-,0.13,0.2,17.07
Ben Roethlisberger QB - PIT,@CLE,272.93,1.77,1.01,7.16,0.06,-,-,-,0.17,0.19,17.01
Matthew Stafford QB - DET View Videos,ARI,263.02,1.69,0.87,10.6,0.1,-,-,-,0.07,0.21,16.92
Cam Newton QB - CAR View News View Videos,@SF,242.15,1.55,0.93,18.09,0.16,-,-,-,0.13,0.2,16.66
Marcus Mariota QB - TEN View Videos,OAK,241.74,1.54,0.88,18.38,0.15,-,-,-,0.07,0.21,16.53
Derek Carr QB - OAK View Videos,@TEN,285.49,1.48,0.88,7.33,0.05,-,-,-,0.15,0.23,16.45
Drew Brees QB - NO View Videos,@MIN,263.31,1.89,1,3.79,0.03,-,-,-,0.06,0.21,16.35
Andy Dalton QB - CIN View Videos,BAL,266.33,1.59,0.93,9.27,0.09,-,-,-,0.06,0.21,16.32
Alex Smith QB - KC,@NE,249.59,1.27,0.84,15.09,0.15,-,-,-,0.12,0.21,15.61
Trevor Siemian QB - DEN,LAC,241.26,1.49,1.05,6.38,0.06,-,-,-,0.03,0.21,14.15
Mike Glennon QB - CHI View News,ATL,220.47,1.5,1,8.52,0.08,-,-,-,0.08,0.2,13.91
DeShone Kizer QB - CLE View Videos,PIT,222.43,1.26,0.89,13.11,0.12,-,-,-,0.07,0.21,13.91
Blake Bortles QB - JAX View Videos,@HOU,229.65,1.25,0.97,12.27,0.1,-,-,-,0.02,0.21,13.69
Brian Hoyer QB - NE,KC,232.28,1.37,0.87,5.89,0.05,-,-,-,0.06,0.2,13.64
Eli Manning QB - NYG View Videos,@DAL,244.23,1.34,0.91,2.45,0.03,-,-,-,0.03,0.19,13.41
Josh McCown QB - NYJ,@BUF,215.41,1.38,0.95,8.83,0.07,-,-,-,0.06,0.21,13.24
Philip Rivers QB - LAC View Videos,@DEN,229.53,1.45,1,1.21,0.01,-,-,-,0.09,0.19,12.96
