Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Russell Wilson QB - SEA View Videos,PHI,279.81,1.58,0.79,24.73,0.17,-,-,-,0.24,0.23,19.45
Matt Ryan QB - ATL View News View Videos,MIN,298.03,1.91,0.67,7.41,0.07,-,-,-,0.01,0.21,18.98
Philip Rivers QB - LAC View Videos,CLE,267.18,2.3,0.87,6.19,0.05,-,-,-,0.07,0.21,18.79
Tom Brady QB - NE View Videos,@BUF,302.21,1.85,0.9,7.1,0.07,-,-,-,0.06,0.21,18.52
Jameis Winston QB - TB View Videos,@GB,280.71,1.9,0.86,9.33,0.06,-,-,-,0.06,0.23,18.06
Kirk Cousins QB - WAS View Videos,@DAL,262.2,1.68,0.54,13.68,0.15,-,-,-,0.05,0.23,18.04
Drew Brees QB - NO View Videos,CAR,279.97,1.89,0.93,5.6,0.05,-,-,-,0.03,0.19,17.44
Tyrod Taylor QB - BUF View Videos,NE,232.78,1.36,0.58,26.29,0.21,-,-,-,0.06,0.2,17.20
Carson Wentz QB - PHI View Videos,@SEA,245.51,1.54,0.86,20.93,0.15,-,-,-,0.19,0.25,17.13
Marcus Mariota QB - TEN View Videos,HOU,225.18,1.61,0.58,19.27,0.16,-,-,-,0.04,0.2,16.85
Dak Prescott QB - DAL View Videos,WAS,238.6,1.4,0.57,17.84,0.18,-,-,-,0.07,0.2,16.61
Alex Smith QB - KC,@NYJ,227.86,1.64,0.55,16.31,0.12,-,-,-,0.02,0.22,16.53
Derek Carr QB - OAK View Videos,NYG,249.24,1.7,0.63,8.71,0.06,-,-,-,0.07,0.22,16.44
Cam Newton QB - CAR View News View Videos,@NO,220.59,1.21,0.99,32.63,0.31,-,-,-,0.02,0.22,16.41
Matthew Stafford QB - DET View Videos,@BAL,258.5,1.48,0.87,8.64,0.06,-,-,-,0.07,0.21,15.46
Jimmy Garoppolo QB - SF View Videos,@CHI,225.47,1.23,0.53,18.16,0.15,-,-,-,0.01,0.22,15.17
Blake Bortles QB - JAX View Videos,IND,208.06,1.32,0.55,17.65,0.16,-,-,-,0.05,0.2,14.93
Trevor Siemian QB - DEN,@MIA,229.22,1.5,0.88,12.78,0.1,-,-,-,0.04,0.22,14.93
Andy Dalton QB - CIN View Videos,PIT,228.35,1.52,0.89,11.56,0.1,-,-,-,0.01,0.2,14.81
Ben Roethlisberger QB - PIT,@CIN,247.6,1.25,0.71,8.41,0.07,-,-,-,0.21,0.2,14.77
Blaine Gabbert QB - ARI,LA,204.84,1.36,0.88,22.54,0.16,-,-,-,0.07,0.24,14.75
Jared Goff QB - LA View Videos,@ARI,229.59,1.54,0.85,8.76,0.09,-,-,-,0.04,0.22,14.70
Josh McCown QB - NYJ,KC,221.78,1.57,1.02,11.58,0.11,-,-,-,0.07,0.2,14.67
Case Keenum QB - MIN View Videos,@ATL,244.98,1.19,0.88,12.18,0.11,-,-,-,0.01,0.2,14.30
Geno Smith QB - NYG,@OAK,224.03,1.25,0.88,12.15,0.1,-,-,-,0.03,0.2,13.68
