Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Russell Wilson QB - SEA View Videos,@SF,289.33,1.84,0.58,29.18,0.21,-,-,-,0.2,0.25,21.85
Tom Brady QB - NE View Videos,MIA,309.03,2.4,0.58,6.43,0.06,-,-,-,0.08,0.22,21.52
Matt Ryan QB - ATL View News View Videos,TB,305.16,1.99,0.54,9.85,0.09,-,-,-,0.01,0.21,20.21
Kirk Cousins QB - WAS View Videos,NYG,270.59,1.97,0.88,12.93,0.13,-,-,-,0.04,0.24,18.62
Alex Smith QB - KC,BUF,239.35,1.75,0.58,20.41,0.21,-,-,-,0.07,0.22,18.42
Ben Roethlisberger QB - PIT,GB,278.79,1.8,0.93,8.84,0.07,-,-,-,0.15,0.2,17.70
Matthew Stafford QB - DET View Videos,MIN,265.81,1.78,0.87,9.79,0.09,-,-,-,0.08,0.21,17.27
Dak Prescott QB - DAL View Videos,LAC,232.73,1.46,0.64,20.56,0.23,-,-,-,0.05,0.2,17.01
Carson Wentz QB - PHI View Videos,CHI,246.79,1.34,0.58,20.36,0.14,-,-,-,0.18,0.21,16.89
Cam Newton QB - CAR View News View Videos,@NYJ,208.34,1.46,0.91,30.9,0.25,-,-,-,0.1,0.24,16.66
Marcus Mariota QB - TEN View Videos,@IND,236.79,1.43,0.58,18.2,0.17,-,-,-,0.06,0.21,16.57
Drew Brees QB - NO View Videos,@LA,268.87,1.64,0.82,5.56,0.06,-,-,-,0.04,0.2,16.27
Philip Rivers QB - LAC View Videos,@DAL,265.96,1.77,0.92,4.37,0.04,-,-,-,0.05,0.2,16.26
Andy Dalton QB - CIN View Videos,CLE,239.48,1.76,0.88,11.38,0.08,-,-,-,0.02,0.2,16.12
Tyrod Taylor QB - BUF View Videos,@KC,222.22,1.18,0.87,26.45,0.29,-,-,-,0.06,0.2,15.97
Jared Goff QB - LA View Videos,NO,246.89,1.58,0.91,10.66,0.1,-,-,-,0.04,0.2,15.72
Derek Carr QB - OAK View Videos,DEN,239.03,1.59,0.68,7.43,0.06,-,-,-,0.07,0.21,15.38
Case Keenum QB - MIN View Videos,@DET,233.68,1.36,0.85,10.28,0.09,-,-,-,0.01,0.21,14.26
Matt Moore QB - MIA,@NE,231.74,1.56,0.97,4.85,0.03,-,-,-,0.07,0.19,13.99
Jacoby Brissett QB - IND View Videos,TEN,200.45,1.3,0.55,14.66,0.12,-,-,-,0.04,0.21,13.96
Josh McCown QB - NYJ,CAR,216.7,1.46,0.87,9.43,0.08,-,-,-,0.04,0.19,13.89
Ryan Fitzpatrick QB - TB,@ATL,239.42,1.22,1.18,11.09,0.1,-,-,-,0.02,0.19,13.47
Blake Bortles QB - JAX View Videos,@ARI,201.81,1.18,0.8,15.7,0.12,-,-,-,0.04,0.2,13.16
Eli Manning QB - NYG View Videos,@WAS,235.85,1.33,0.94,3.21,0.03,-,-,-,0.07,0.19,13.14
C.J. Beathard QB - SF,SEA,191.74,1.12,0.95,18.39,0.21,-,-,-,0.01,0.23,12.91
