PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Zach Ertz,Wsh,W 34-24,0/0,0,0,0,0,0,0,6.1,71.6,0.5,16.1
Rob Gronkowski,Atl,W 23-7,0/0,0,0,0,0,0,0,4.9,69.8,0.6,15.4
Travis Kelce,@Oak,L 30-31,0/0,0,0,0,0.2,1.1,0,5.2,67.5,0.4,14.4
Jordan Reed*,@Phi,L 24-34,0/0,0,0,0,0,0,0,5.4,58.8,0.3,13.2
Delanie Walker,@Cle,W 12-9,0/0,0,0,0,0,0,0,4.2,50.1,0.3,11.2
Evan Engram*,Sea,L 7-24,0/0,0,0,0,0,0,0,4.4,48.8,0.3,11.1
Jimmy Graham,@NYG,W 24-7,0/0,0,0,0,0,0,0,4,46.9,0.4,10.8
Austin Seferian-Jenkins*,@Mia,L 28-31,0/0,0,0,0,0,0,0,3.8,43.6,0.3,10
Kyle Rudolph,Bal,W 24-16,0/0,0,0,0,0,0,0,3.8,39,0.4,9.9
Cameron Brate,@Buf,L 27-30,0/0,0,0,0,0,0,0,3.7,39.5,0.3,9.6
Jared Cook,KC,W 31-30,0/0,0,0,0,0,0,0,3.3,42.7,0.3,9.5
Jason Witten,@SF,W 40-10,0/0,0,0,0,0,0,0,3.8,37.8,0.3,9.2
Zach Miller*,Car,W 17-3,0/0,0,0,0,0,0,0,3.7,39.6,0.2,9.1
Austin Hooper,@NE,L 7-23,0/0,0,0,0,0,0,0,3.3,39.3,0.3,9.1
Hunter Henry*,Den,W 21-0,0/0,0,0,0,0,0,0,3.2,38.5,0.3,9
George Kittle,Dal,L 10-40,0/0,0,0,0,0,0,0,3.6,36.1,0.2,8.6
Benjamin Watson,@Min,L 16-24,0/0,0,0,0,0,0,0,3.7,36.3,0.2,8.4
Julius Thomas*,NYJ,W 31-28,0/0,0,0,0,0,0,0,3.1,30.9,0.3,8.2
Tyler Kroft,@Pit,L 14-29,0/0,0,0,0,0,0,0,3.4,31.6,0.2,7.7
Jermaine Gresham*,@LAR,L 0-33,0/0,0,0,0,0,0,0,3.2,32.1,0.2,7.7
Martellus Bennett*,Atl,W 23-7,0/0,0,0,0,0,0,0,3.1,32,0.2,7.6
Jack Doyle,Jax,L 0-27,0/0,0,0,0,0,0,0,3.4,30.9,0.2,7.5
Tyler Higbee,Ari,W 33-0,0/0,0,0,0,0,0,0,2.8,32.6,0.2,7.5
Ed Dickson,@Chi,L 3-17,0/0,0,0,0,0,0,0,2.8,33.8,0.2,7.5
Coby Fleener*,@GB,W 26-17,0/0,0,0,0,0,0,0,2.6,29.2,0.3,7.2
Nick O'Leary,TB,W 30-27,0/0,0,0,0,0,0,0,2.5,34.7,0.2,7.2
Antonio Gates,Den,W 21-0,0/0,0,0,0,0,0,0,2.5,27.9,0.2,6.7
Jesse James,Cin,W 29-14,0/0,0,0,0,0,0,0,2.8,26,0.2,6.6
A.J. Derby,NYJ,W 31-28,0/0,0,0,0,0,0,0,2.7,29.3,0.2,6.6
Marcedes Lewis,@Ind,W 27-0,0/0,0,0,0,0,0,0,2.1,25.5,0.3,6.2
David Njoku,Ten,L 9-12,0/0,0,0,0,0,0,0,2.3,21.1,0.2,5.7
Seth DeValve,Ten,L 9-12,0/0,0,0,0,0,0,0,2.2,23.3,0.2,5.6
Vernon Davis,@Phi,L 24-34,0/0,0,0,0,0,0,0,1.9,27.1,0.1,5.4
Dion Sims,Car,W 17-3,0/0,0,0,0,0,0,0,1.8,18.2,0.1,4.5
Virgil Green,@LAC,L 0-21,0/0,0,0,0,0,0,0,1.6,16.6,0.1,3.9
Nick Boyle,@Min,L 16-24,0/0,0,0,0,0,0,0,1.8,16.2,0.1,3.8
O.J. Howard*,@Buf,L 27-30,0/0,0,0,0,0,0,0,1.4,15.1,0.1,3.7
Jonnu Smith,@Cle,W 12-9,0/0,0,0,0,0,0,0,1.4,14.5,0.1,3.5
Logan Thomas,TB,W 30-27,0/0,0,0,0,0,0,0,1.3,15.1,0.1,3.5
Gerald Everett,Ari,W 33-0,0/0,0,0,0,0,0,0,1.3,14.2,0.1,3.3
