PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Le'Veon Bell*,Bal,W 39-38,0/0,0,0,0,21.8,85.6,0.5,4.9,39.1,0.2,21.4
Mark Ingram,@Atl,L 17-20,0/0,0,0,0,15.6,75.5,0.8,3.6,23.8,0.1,18.7
Alvin Kamara,@Atl,L 17-20,0/0,0,0,0,9.3,46.5,0.4,5.3,45.7,0.2,18.2
LeSean McCoy,Ind,W 13-7,0/0,0,0,0,19.3,81.2,0.5,3.6,27.6,0.1,17.8
Melvin Gordon,Wsh,W 30-13,0/0,0,0,0,19.2,78.7,0.5,3,24.2,0.2,17.4
Carlos Hyde,@Hou,W 26-16,0/0,0,0,0,14.7,62.5,0.6,3.8,29.6,0.1,17
Todd Gurley II,Phi,L 35-43,0/0,0,0,0,15.8,59.2,0.5,3.8,31.5,0.2,16.2
Leonard Fournette,Sea,W 30-24,0/0,0,0,0,19.2,76.4,0.6,2.2,17.4,0.1,15.7
Lamar Miller,SF,L 16-26,0/0,0,0,0,19.7,76.7,0.5,2.6,19.1,0.1,15.7
Devonta Freeman,NO,W 20-17,0/0,0,0,0,14.2,65,0.6,2.6,23,0.1,15.6
Christian McCaffrey,Min,W 31-24,0/0,0,0,0,8.1,29.5,0.2,5.3,42.2,0.2,14.9
Giovani Bernard,Chi,L 7-33,0/0,0,0,0,18,71.8,0.4,2.6,22.8,0.1,14.8
Samaje Perine,@LAC,L 13-30,0/0,0,0,0,16.4,74.5,0.4,2.5,18.7,0.1,14.4
Marshawn Lynch,@KC,L 15-26,0/0,0,0,0,14.7,59.6,0.7,2.1,17.4,0.1,14.3
Kareem Hunt,Oak,W 26-15,0/0,0,0,0,14.7,63.9,0.4,2.5,22,0.1,14.1
Kenyan Drake,NE,W 27-20,0/0,0,0,0,13.5,67.2,0.2,3.2,22,0.1,13.5
Dion Lewis,@Mia,L 20-27,0/0,0,0,0,15.6,74.8,0.5,1.2,10.6,0.1,13.2
Rex Burkhead*,@Mia,L 20-27,0/0,0,0,0,9.1,41.6,0.3,3.1,27.3,0.2,13.1
Jordan Howard,@Cin,W 33-7,0/0,0,0,0,19.1,84.6,0.4,1.1,8.3,0,12.7
Alfred Morris,@NYG,W 30-10,0/0,0,0,0,17.7,79.8,0.5,0.7,5.3,0,12.4
DeMarco Murray*,@Ari,L 7-12,0/0,0,0,0,12.1,48.7,0.5,2.3,15.7,0.1,12.3
Theo Riddick,@TB,W 24-21,0/0,0,0,0,8.2,33.4,0.2,3.5,28.2,0.2,12.2
Isaiah Crowell,GB,L 21-27,0/0,0,0,0,14.9,59,0.5,1.8,14.4,0,12.1
Jerick McKinnon,@Car,L 24-31,0/0,0,0,0,10.3,42.4,0.2,3.5,22.6,0.1,11.8
Frank Gore,@Buf,L 7-13,0/0,0,0,0,15.3,67,0.4,1.6,12.2,0,11.7
Orleans Darkwa,Dal,L 10-30,0/0,0,0,0,14.3,60.1,0.3,1.9,15.7,0.1,11.5
Matt Forte*,@Den,L 0-23,0/0,0,0,0,8.6,32.3,0.3,3,24.7,0.1,11.1
Jamaal Williams,@Cle,W 27-21,0/0,0,0,0,11.9,45.1,0.3,2.4,18,0.1,10.9
Duke Johnson Jr.,GB,L 21-27,0/0,0,0,0,5.7,22.7,0.2,3.7,33.3,0.1,10.7
Latavius Murray,@Car,L 24-31,0/0,0,0,0,14.3,60,0.5,1,7,0,10.5
Doug Martin,Det,L 21-24,0/0,0,0,0,13.6,62,0.4,1,8.1,0,10.4
Kerwynn Williams,Ten,W 12-7,0/0,0,0,0,12.6,50.3,0.3,1.5,12.1,0.1,10.2
Alex Collins,@Pit,L 38-39,0/0,0,0,0,13.9,59.2,0.2,1.6,11.5,0,10.1
Derrick Henry,@Ari,L 7-12,0/0,0,0,0,11.8,50.6,0.5,0.9,7.8,0,9.9
Rod Smith*,@NYG,W 30-10,0/0,0,0,0,10.7,45.9,0.4,1.4,11.2,0,9.7
James White*,@Mia,L 20-27,0/0,0,0,0,2.9,12.7,0.1,3.4,30.5,0.2,9.6
Bilal Powell,@Den,L 0-23,0/0,0,0,0,9.9,39.3,0.3,1.8,13.2,0.1,9.6
C.J. Anderson,NYJ,W 23-0,0/0,0,0,0,12.1,52.9,0.3,1.3,10.8,0,9.5
Jay Ajayi,@LAR,W 43-35,0/0,0,0,0,10.5,48.1,0.3,1.6,11.2,0.1,9.4
Danny Woodhead,@Pit,L 38-39,0/0,0,0,0,4.9,19.4,0.1,3.3,25.5,0.1,9.1
