PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Le'Veon Bell*,Ten,W 40-17,0/0,0,0,0,20.8,83.7,0.6,4.7,35.8,0.2,21.3
Kareem Hunt,@NYG,L 9-12,0/0,0,0,0,18.5,85.7,0.9,3.2,28,0.2,21.1
Mark Ingram,Wsh,W 34-31,0/0,0,0,0,16.2,72.4,0.8,3.9,29.5,0.2,19.8
LeSean McCoy,@LAC,L 24-54,0/0,0,0,0,19.1,88.6,0.4,4.9,33.4,0.1,19.8
Melvin Gordon,Buf,W 54-24,0/0,0,0,0,17.7,70.6,0.5,3.7,30.2,0.2,17.9
Alvin Kamara,Wsh,W 34-31,0/0,0,0,0,8.7,39.3,0.4,4.7,43.8,0.3,17.1
Todd Gurley II,@Min,L 7-24,0/0,0,0,0,18,73.5,0.6,3.3,29,0.1,16.7
Leonard Fournette,@Cle,W 19-7,0/0,0,0,0,19.3,78.6,0.7,1.7,13.4,0.1,15.6
Lamar Miller,Ari,W 31-21,0/0,0,0,0,17.8,69.4,0.5,2.5,18.5,0.1,14.9
Tevin Coleman,@Sea,W 34-31,0/0,0,0,0,14,60.5,0.4,3.2,26.9,0.1,14.7
Jordan Howard,Det,L 24-27,0/0,0,0,0,20.8,91.2,0.4,1.3,11.2,0.1,14.4
Chris Thompson*,@NO,L 31-34,0/0,0,0,0,8.1,39.4,0.2,4.2,36.7,0.1,13.7
Jerick McKinnon,LAR,W 24-7,0/0,0,0,0,12.3,51,0.3,3.5,25,0.1,13.6
Adrian Peterson*,@Hou,L 21-31,0/0,0,0,0,17.3,70,0.5,1.6,12.2,0.1,12.9
Joe Mixon,@Den,W 20-17,0/0,0,0,0,15,54.3,0.3,2.5,19.1,0.1,12
Jay Ajayi,@Dal,W 37-9,0/0,0,0,0,14.1,59.4,0.4,1.8,14.5,0.1,12
Jamaal Williams,Bal,L 0-23,0/0,0,0,0,14.2,58.4,0.5,1.9,14.1,0,11.9
James White*,@Oak,W 33-8,0/0,0,0,0,3.7,14.8,0.1,4,36.1,0.2,11.3
Orleans Darkwa,KC,W 12-9,0/0,0,0,0,13.4,60.8,0.2,2,16.4,0.1,11.3
Danny Woodhead,@GB,W 23-0,0/0,0,0,0,7.8,31.4,0.2,3.5,27.5,0.2,11.1
