PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Le'Veon Bell*,Min,W 26-9,0/0,0,0,0,15.6,69.4,0.4,5.5,44.9,0.2,20.5
Ezekiel Elliott,@Den,L 17-42,0/0,0,0,0,16.1,73.9,0.5,3.5,26.2,0.1,16.9
Devonta Freeman,GB,W 34-23,0/0,0,0,0,11.4,49.4,0.6,3.6,31.9,0.2,16.5
Todd Gurley II,Wsh,L 20-27,0/0,0,0,0,16.9,60.7,0.6,3,23.7,0.1,15.5
Melvin Gordon,Mia,L 17-19,0/0,0,0,0,15.2,65.8,0.3,3.2,26.1,0.2,15.2
Leonard Fournette,Ten,L 16-37,0/0,0,0,0,14.8,62.1,0.4,3.1,25.8,0.1,14.7
LeSean McCoy,@Car,L 3-9,0/0,0,0,0,12.2,57.3,0.3,3.6,28.9,0.1,14.5
Kareem Hunt,Phi,W 27-20,0/0,0,0,0,12.3,52.8,0.5,3,26.1,0.1,14.2
Christian McCaffrey,Buf,W 9-3,0/0,0,0,0,7.8,36.9,0.2,3.9,37.1,0.2,13.7
Marshawn Lynch,NYJ,W 45-20,0/0,0,0,0,13.5,57.4,0.6,2,18.8,0.1,13.6
Lamar Miller,@Cin,W 13-9,0/0,0,0,0,14.8,61.8,0.3,2.9,22.2,0.1,13.3
Jay Ajayi,@KC,L 20-27,0/0,0,0,0,15.1,66.7,0.4,2.1,15.5,0.1,13.1
C.J. Anderson,Dal,W 42-17,0/0,0,0,0,12.9,55.1,0.4,2.6,22.2,0.1,13.1
Ty Montgomery*,@Atl,L 23-34,0/0,0,0,0,10.9,50.3,0.2,3.1,25.5,0.2,13
DeMarco Murray*,@Jax,W 37-16,0/0,0,0,0,12.3,50.6,0.3,3.2,21.3,0.1,12.7
Jordan Howard,@TB,L 7-29,0/0,0,0,0,13.7,60.2,0.4,2,16.4,0.1,12.6
Mark Ingram,NE,L 20-36,0/0,0,0,0,8.4,37.9,0.3,3.3,25.7,0.2,12.5
