PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
DeAndre Hopkins*,Pit,L 6-34,0/0,0,0,0,0,0,0,6.2,91.1,0.5,18.3
Michael Thomas,Atl,W 23-13,0/0,0,0,0,0,0,0,6.3,76.4,0.5,17
Keenan Allen,@NYJ,W 14-7,0/0,0,0,0,0,0,0,6.1,74.5,0.5,16.5
Adam Thielen,@GB,W 16-0,0/0,0,0,0,0,0,0,5.7,78.7,0.4,16
Julio Jones,@NO,L 13-23,0/0,0,0,0,0,0,0,5.6,84.9,0.3,15.9
Jarvis Landry,@KC,L 13-29,0/0,0,0,0,0.2,1.3,0,6.7,63.2,0.3,15.2
A.J. Green,Det,W 26-17,0/0,0,0,0,0,0,0,5,72.2,0.5,15.1
Doug Baldwin,@Dal,W 21-12,0/0,0,0,0,0.2,1.3,0,5.4,69.9,0.4,14.9
Mike Evans,@Car,L 19-22,0/0,0,0,0,0,0,0,4.8,66.2,0.5,14.4
Larry Fitzgerald,NYG,W 23-0,0/0,0,0,0,0,0,0,5.6,66.8,0.3,14.2
Brandin Cooks,Buf,W 37-16,0/0,0,0,0,0.3,1.8,0,4.8,67.3,0.4,14.1
Dez Bryant,Sea,L 12-21,0/0,0,0,0,0,0,0,4.6,62.1,0.5,13.8
JuJu Smith-Schuster,@Hou,W 34-6,0/0,0,0,0,0,0,0,4.4,69.9,0.4,13.8
Demaryius Thomas,@Wsh,L 11-27,0/0,0,0,0,0,0,0,5.6,61.9,0.3,13.7
Tyreek Hill*,Mia,W 29-13,0/0,0,0,0,2,12.6,0.1,4.3,53.9,0.3,13.6
Golden Tate,@Cin,L 17-26,0/0,0,0,0,0.4,2.6,0,5.6,57.7,0.3,13.4
Alshon Jeffery,Oak,W 19-10,0/0,0,0,0,0,0,0,4,57,0.6,13.1
Devin Funchess,TB,W 22-19,0/0,0,0,0,0,0,0,4.1,61.9,0.4,12.9
Michael Crabtree,@Phi,L 10-19,0/0,0,0,0,0,0,0,5.3,54.5,0.4,12.8
Robert Woods,@Ten,W 27-23,0/0,0,0,0,0.3,1.5,0,4.6,57.3,0.3,12.5
Stefon Diggs,@GB,W 16-0,0/0,0,0,0,0.3,1.9,0,4.6,55.4,0.3,12.4
Marvin Jones Jr.,@Cin,L 17-26,0/0,0,0,0,0,0,0,4,58.1,0.4,12.4
Sterling Shepard*,@Ari,L 0-23,0/0,0,0,0,0.2,1.4,0,4.7,55,0.3,11.9
Josh Gordon,@Chi,L 3-20,0/0,0,0,0,0,0,0,4.5,61.8,0.2,11.8
Marquise Goodwin,Jax,W 44-33,0/0,0,0,0,0.1,0.7,0,4,62.6,0.2,11.7
Cooper Kupp,@Ten,W 27-23,0/0,0,0,0,0,0,0,4.1,52.1,0.4,11.5
Dede Westbrook,@SF,L 33-44,0/0,0,0,0,0,0,0,4.6,51.5,0.3,11.4
Mohamed Sanu,@NO,L 13-23,0/0,0,0,0,0.2,1.5,0,4.5,50.3,0.3,11.4
Martavis Bryant,@Hou,W 34-6,0/0,0,0,0,0.5,3.4,0,3.4,52.5,0.4,11.4
T.Y. Hilton,@Bal,L 16-23,0/0,0,0,0,0,0,0,4.2,61.8,0.2,11.3
Amari Cooper,@Phi,L 10-19,0/0,0,0,0,0,0,0,4.5,53.1,0.2,11.2
Mike Wallace,Ind,W 23-16,0/0,0,0,0,0,0,0,3.9,53.8,0.3,11
Paul Richardson,@Dal,W 21-12,0/0,0,0,0,0,0,0,3.8,54.2,0.3,11
Rishard Matthews,LAR,L 23-27,0/0,0,0,0,0,0,0,4.1,56.1,0.2,11
Jamison Crowder,Den,W 27-11,0/0,0,0,0,0.5,3,0,3.9,47.7,0.3,10.7
Robby Anderson,LAC,L 7-14,0/0,0,0,0,0.1,0.8,0,4.1,48.9,0.3,10.7
Danny Amendola,Buf,W 37-16,0/0,0,0,0,0,0,0,4.3,42.1,0.3,10.5
Kenny Stills,@KC,L 13-29,0/0,0,0,0,0,0,0,3.6,51,0.3,10.5
Nelson Agholor,Oak,W 19-10,0/0,0,0,0,0,0,0,3.5,42.6,0.4,10.1
Kelvin Benjamin,@NE,L 16-37,0/0,0,0,0,0,0,0,3.7,48.5,0.3,10
