PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Le'Veon Bell*,@Cle,W 21-18,0/0,0,0,0,21.1,100.8,0.7,5,42.9,0.2,25.2
David Johnson*,@Det,L 23-35,0/0,0,0,0,18.2,75.7,0.8,4.9,50.1,0.3,23.4
Ezekiel Elliott,NYG,W 19-3,0/0,0,0,0,20,90.3,0.7,2.8,25.1,0.1,19
Todd Gurley II,Ind,W 46-9,0/0,0,0,0,18.9,79.5,0.7,3,24.9,0.1,18
LeSean McCoy,NYJ,W 21-12,0/0,0,0,0,16.7,81.7,0.6,2.9,25.9,0.1,17.9
Devonta Freeman,@Chi,W 23-17,0/0,0,0,0,13.6,58.9,0.6,3.2,27.4,0.2,16.5
DeMarco Murray*,Oak,L 16-26,0/0,0,0,0,15.3,70.1,0.5,2.6,20,0.1,15.3
Jordan Howard,Atl,L 17-23,0/0,0,0,0,16.9,79.3,0.5,2.1,17.9,0.1,15.3
Melvin Gordon,@Den,L 21-24,0/0,0,0,0,18.9,73.8,0.4,3,21.5,0.1,15.1
Lamar Miller,Jax,L 7-29,0/0,0,0,0,17.7,67.6,0.5,2.3,19,0.1,14
Leonard Fournette,@Hou,W 29-7,0/0,0,0,0,16.6,71.4,0.4,2.3,17.7,0,13.6
Christian McCaffrey,@SF,W 23-3,0/0,0,0,0,10,46.8,0.3,3.2,29.7,0.1,13.4
Carlos Hyde,Car,L 3-23,0/0,0,0,0,14.8,60.2,0.4,2.5,18.3,0.1,12.8
Marshawn Lynch,@Ten,W 26-16,0/0,0,0,0,12.6,52.6,0.5,2.3,19.8,0.1,12.6
Dalvin Cook*,NO,W 29-19,0/0,0,0,0,12,52.8,0.5,2.1,19.3,0.1,12.5
Isaiah Crowell,Pit,L 18-21,0/0,0,0,0,13.5,56.9,0.4,2.3,18.4,0.1,12.5
Bilal Powell,@Buf,L 12-21,0/0,0,0,0,10.3,48.9,0.2,3.2,25.3,0.1,12.5
C.J. Anderson,LAC,W 24-21,0/0,0,0,0,14,60,0.4,2.2,17.6,0.1,12.5
Ameer Abdullah,Ari,W 35-23,0/0,0,0,0,13.5,55.7,0.3,2.5,20.5,0.1,12.5
Kareem Hunt,@NE,W 42-27,0/0,0,0,0,11.9,48.7,0.4,2.6,20.7,0.1,12
Theo Riddick,Ari,W 35-23,0/0,0,0,0,4.7,17.7,0.1,4.3,34.4,0.3,11.8
Danny Woodhead,@Cin,W 20-0,0/0,0,0,0,5.7,24.1,0.1,4.2,33.3,0.2,11.6
Mark Ingram,@Min,L 19-29,0/0,0,0,0,10.1,44.6,0.3,2.6,18.4,0.1,11.3
Terrance West,@Cin,W 20-0,0/0,0,0,0,13,54,0.3,2.2,15.3,0.1,11.2
Ty Montgomery*,Sea,W 17-9,0/0,0,0,0,10.2,41.4,0.2,2.7,21.7,0.1,11.1
Frank Gore,@LAR,L 9-46,0/0,0,0,0,14.6,57.7,0.3,1.8,13.7,0.1,10.9
Matt Forte*,@Buf,L 12-21,0/0,0,0,0,9.6,41.5,0.3,2.5,22.2,0.1,10.8
Tevin Coleman,@Chi,W 23-17,0/0,0,0,0,8.4,36.9,0.3,2.2,20.4,0.1,10.5
Duke Johnson Jr.,Pit,L 18-21,0/0,0,0,0,6.1,24.6,0.1,3.6,30.6,0.1,10.4
Rob Kelley*,Phi,L 17-30,0/0,0,0,0,14.2,57.9,0.5,1,8.6,0,10.4
Darren Sproles*,@Wsh,W 30-17,0/0,0,0,0,5.6,25.5,0.2,3.4,27,0.1,10.4
