PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Travis Kelce,@Dal,L 17-28,0/0,0,0,0,0.2,1.1,0,5.4,68.6,0.4,14.7
Evan Engram*,LAR,L 17-51,0/0,0,0,0,0,0,0,4.5,51.9,0.4,12.1
Jimmy Graham,Wsh,L 14-17,0/0,0,0,0,0,0,0,4,49.9,0.5,12.1
Jack Doyle,@Hou,W 20-14,0/0,0,0,0,0,0,0,5.1,52.9,0.2,11.8
Cameron Brate,@NO,L 10-30,0/0,0,0,0,0,0,0,4.1,44.4,0.4,10.9
Vernon Davis,@Sea,W 17-14,0/0,0,0,0,0,0,0,4,52,0.3,10.7
Jason Witten,KC,W 28-17,0/0,0,0,0,0,0,0,4.1,43.1,0.4,10.5
Austin Seferian-Jenkins*,Buf,W 34-21,0/0,0,0,0,0,0,0,3.8,42.6,0.4,10.1
Delanie Walker,Bal,W 23-20,0/0,0,0,0,0,0,0,3.9,44.8,0.3,10
Jared Cook,@Mia,W 27-24,0/0,0,0,0,0,0,0,3.3,41.3,0.3,9.3
Trey Burton,Den,W 51-23,0/0,0,0,0,0,0,0,3.3,35.3,0.3,8.4
Ed Dickson,Atl,W 20-17,0/0,0,0,0,0,0,0,3,37.8,0.2,8.2
Tyler Kroft,@Jax,L 7-23,0/0,0,0,0,0,0,0,3.5,33.4,0.2,8.2
Benjamin Watson,@Ten,L 20-23,0/0,0,0,0,0,0,0,3.3,29.4,0.2,7.5
George Kittle,Ari,L 10-20,0/0,0,0,0,0,0,0,3,31.4,0.2,7.4
Ryan Griffin*,Ind,L 14-20,0/0,0,0,0,0,0,0,2.8,30.9,0.2,7.3
Julius Thomas*,Oak,L 24-27,0/0,0,0,0,0,0,0,2.6,27.6,0.3,7
Coby Fleener*,TB,W 30-10,0/0,0,0,0,0,0,0,2.3,28.9,0.3,7
Tyler Higbee,@NYG,W 51-17,0/0,0,0,0,0,0,0,2.6,29,0.2,6.6
Eric Ebron,@GB,W 30-17,0/0,0,0,0,0,0,0,2.7,27.8,0.2,6.5
Austin Hooper,@Car,L 17-20,0/0,0,0,0,0,0,0,2.5,27.2,0.2,6.2
O.J. Howard*,@NO,L 10-30,0/0,0,0,0,0,0,0,2.1,26.2,0.2,6
Nick O'Leary,@NYJ,L 21-34,0/0,0,0,0,0,0,0,2.1,27.3,0.2,5.9
A.J. Derby,Oak,L 24-27,0/0,0,0,0,0,0,0,2.6,24.7,0.1,5.8
Jermaine Gresham*,@SF,W 20-10,0/0,0,0,0,0,0,0,2.4,23.3,0.2,5.7
Brent Celek,Den,W 51-23,0/0,0,0,0,0,0,0,2,25.3,0.2,5.5
Lance Kendricks,Det,L 17-30,0/0,0,0,0,0,0,0,2.2,22.2,0.2,5.3
Marcedes Lewis,Cin,W 23-7,0/0,0,0,0,0,0,0,1.7,19.6,0.2,4.9
Darren Fells,@GB,W 30-17,0/0,0,0,0,0,0,0,1.7,17.7,0.2,4.4
Stephen Anderson,Ind,L 14-20,0/0,0,0,0,0,0,0,1.4,16.4,0.1,3.9
Richard Rodgers*,Det,L 17-30,0/0,0,0,0,0,0,0,1.6,15.9,0.1,3.8
Troy Niklas,@SF,W 20-10,0/0,0,0,0,0,0,0,1.4,14.3,0.1,3.5
Jeremy Sprinkle,@Sea,W 17-14,0/0,0,0,0,0,0,0,1.5,14.3,0.1,3.4
Gerald Everett,@NYG,W 51-17,0/0,0,0,0,0,0,0,1.3,14.6,0.1,3.4
Rhett Ellison,LAR,L 17-51,0/0,0,0,0,0,0,0,1.3,13.2,0.1,3.2
Michael Hoomanawanui*,TB,W 30-10,0/0,0,0,0,0,0,0,1,11.7,0.1,2.9
Virgil Green,@Phi,L 23-51,0/0,0,0,0,0,0,0,1.3,12,0.1,2.9
Jonnu Smith,Bal,W 23-20,0/0,0,0,0,0,0,0,1.1,11.6,0.1,2.8
Demetrius Harris,@Dal,L 17-28,0/0,0,0,0,0,0,0,1,10.1,0.1,2.7
Maxx Williams,@Ten,L 20-23,0/0,0,0,0,0,0,0,1.2,10.4,0.1,2.7
