PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Michael Thomas,@TB,L 24-31,0/0,0,0,0,0,0,0,6.3,79.6,0.4,16.7
Keenan Allen,Oak,W 30-10,0/0,0,0,0,0,0,0,5.8,74.1,0.5,16.2
Julio Jones,Car,W 22-10,0/0,0,0,0,0,0,0,5.2,85.6,0.4,16.2
A.J. Green,@Bal,W 31-27,0/0,0,0,0,0,0,0,5.8,76.5,0.4,15.7
Jarvis Landry,Buf,L 16-22,0/0,0,0,0,0.2,1.4,0,6.4,64.8,0.4,15.3
Adam Thielen,Chi,W 23-10,0/0,0,0,0,0,0,0,5.4,75.9,0.4,15.2
Mike Evans,NO,W 31-24,0/0,0,0,0,0,0,0,4.9,68.9,0.5,14.8
Brandin Cooks,NYJ,W 26-6,0/0,0,0,0,0.3,1.8,0,4.6,67.5,0.4,13.9
Doug Baldwin,Ari,L 24-26,0/0,0,0,0,0.2,1.5,0,4.9,59.8,0.4,13.5
Dez Bryant,@Phi,W 6-0,0/0,0,0,0,0,0,0,4.8,54.8,0.5,13.3
Golden Tate,GB,W 35-11,0/0,0,0,0,0.5,2.6,0,4.9,58.9,0.3,13
Larry Fitzgerald,@Sea,W 26-24,0/0,0,0,0,0,0,0,6,57.3,0.2,12.9
Demaryius Thomas,KC,L 24-27,0/0,0,0,0,0,0,0,5,56.3,0.4,12.8
T.Y. Hilton,Hou,W 22-13,0/0,0,0,0,0,0,0,4.1,71.3,0.3,12.8
Jamison Crowder,@NYG,L 10-18,0/0,0,0,0,0.3,1.7,0,4.7,59.8,0.3,12.6
Marvin Jones Jr.,GB,W 35-11,0/0,0,0,0,0,0,0,3.5,58.1,0.5,12.2
Stefon Diggs,Chi,W 23-10,0/0,0,0,0,0.3,1.9,0,4.4,54.7,0.3,12.1
Marquise Goodwin,@LAR,W 34-13,0/0,0,0,0,0.1,0.9,0,3.8,59.5,0.3,11.9
Robby Anderson,@NE,L 6-26,0/0,0,0,0,0.1,0.7,0,4.7,56.4,0.2,11.9
Josh Gordon,@Pit,L 24-28,0/0,0,0,0,0,0,0,4.3,60.6,0.2,11.8
Will Fuller V,@Ind,L 13-22,0/0,0,0,0,0.3,1.7,0,4,57.2,0.3,11.8
Devin Funchess,@Atl,L 10-22,0/0,0,0,0,0,0,0,4,56.1,0.3,11.7
Michael Crabtree,@LAC,L 10-30,0/0,0,0,0,0,0,0,5,48.8,0.3,11.7
Mohamed Sanu,Car,W 22-10,0/0,0,0,0,0.2,1.6,0,4.2,50.3,0.3,11.3
Randall Cobb,@Det,L 11-35,0/0,0,0,0,0.7,4.6,0,4.5,45.5,0.2,11
Roger Lewis,Wsh,W 18-10,0/0,0,0,0,0,0,0,4,51.8,0.3,10.9
Amari Cooper,@LAC,L 10-30,0/0,0,0,0,0,0,0,4.5,51.6,0.2,10.8
Dede Westbrook,@Ten,L 10-15,0/0,0,0,0,0,0,0,4.3,49.4,0.3,10.7
DeSean Jackson*,NO,W 31-24,0/0,0,0,0,0.5,3,0,3.4,54.4,0.2,10.7
Keelan Cole,@Ten,L 10-15,0/0,0,0,0,0,0,0,3.8,51.4,0.3,10.5
Josh Doctson,@NYG,L 10-18,0/0,0,0,0,0,0,0,3.3,49.6,0.4,10.5
Jermaine Kearse,@NE,L 6-26,0/0,0,0,0,0,0,0,4.2,46.9,0.2,10.2
DeVante Parker,Buf,L 16-22,0/0,0,0,0,0,0,0,3.5,44.7,0.3,10
Rishard Matthews,Jax,W 15-10,0/0,0,0,0,0,0,0,3.9,50.2,0.2,10
Mike Wallace,Cin,L 27-31,0/0,0,0,0,0,0,0,3.7,47.7,0.3,9.9
Paul Richardson,Ari,L 24-26,0/0,0,0,0,0,0,0,3.5,46.6,0.3,9.9
Kelvin Benjamin,@Mia,W 22-16,0/0,0,0,0,0,0,0,3.4,47.9,0.3,9.8
Kenny Golladay,GB,W 35-11,0/0,0,0,0,0,0,0,3,44.8,0.3,9.5
Ted Ginn Jr.,@TB,L 24-31,0/0,0,0,0,0.5,3.9,0,3,46.9,0.2,9.5
Kenny Stills,Buf,L 16-22,0/0,0,0,0,0,0,0,3.1,46,0.3,9.4
Trent Taylor,@LAR,W 34-13,0/0,0,0,0,0,0,0,3.5,37.8,0.2,8.4
Josh Reynolds,SF,L 13-34,0/0,0,0,0,0,0,0,3,40,0.2,8.4
Corey Coleman,@Pit,L 24-28,0/0,0,0,0,0.2,1.4,0,3.3,38,0.2,8.3
Ryan Grant,@NYG,L 10-18,0/0,0,0,0,0,0,0,3.1,39.6,0.2,8.2
Tyrell Williams,Oak,W 30-10,0/0,0,0,0,0,0,0,2.6,40.9,0.3,8.2
Mack Hollins,Dal,L 0-6,0/0,0,0,0,0,0,0,3.1,35.4,0.3,8.1
Michael Clark,@Det,L 11-35,0/0,0,0,0,0,0,0,3.1,36.2,0.2,8.1
Terrance Williams,@Phi,W 6-0,0/0,0,0,0,0,0,0,3.1,35.6,0.2,7.9
Travis Benjamin,Oak,W 30-10,0/0,0,0,0,0.8,5.8,0,2.2,34.6,0.2,7.8
John Brown,@Sea,W 26-24,0/0,0,0,0,0.2,1.4,0,3,38.2,0.1,7.7
Martavis Bryant,Cle,W 28-24,0/0,0,0,0,0.3,1.8,0,2.5,32.4,0.3,7.6
Chris Moore,Cin,L 27-31,0/0,0,0,0,0.3,1.9,0,2.8,33.4,0.2,7.5
Demarcus Robinson,@Den,W 27-24,0/0,0,0,0,0,0,0,2.9,35.6,0.2,7.5
Jehu Chesson,@Den,W 27-24,0/0,0,0,0,0,0,0,2.8,35.5,0.2,7.4
Eric Decker,Jax,W 15-10,0/0,0,0,0,0,0,0,2.9,34.4,0.2,7.4
Chester Rogers,Hou,W 22-13,0/0,0,0,0,0,0,0,2.6,36.8,0.1,7.3
Corey Davis,Jax,W 15-10,0/0,0,0,0,0,0,0,3,33.2,0.1,7
Jordan Taylor,KC,L 24-27,0/0,0,0,0,0,0,0,2.5,29.6,0.2,6.8
Adam Humphries,NO,W 31-24,0/0,0,0,0,0,0,0,2.9,30.7,0.1,6.8
Michael Thomas,SF,L 13-34,0/0,0,0,0,0,0,0,2.5,31.2,0.2,6.8
Chris Thompson,@Ind,L 13-22,0/0,0,0,0,0,0,0,2.4,31.9,0.2,6.7
Eli Rogers,Cle,W 28-24,0/0,0,0,0,0,0,0,2.6,29.2,0.2,6.6
Marcus Johnson,Dal,L 0-6,0/0,0,0,0,0,0,0,2.4,28.3,0.2,6.5
Taylor Gabriel,Car,W 22-10,0/0,0,0,0,0.5,3.2,0,2.1,30.6,0.1,6.3
Justin Hunter,Cle,W 28-24,0/0,0,0,0,0,0,0,2,28.3,0.3,6.3
Bennie Fowler III,KC,L 24-27,0/0,0,0,0,0,0,0,2.3,27,0.2,6.1
Ryan Switzer,@Phi,W 6-0,0/0,0,0,0,0.3,1.6,0,2.5,23.8,0.1,6.1
Chris Godwin,NO,W 31-24,0/0,0,0,0,0,0,0,2.2,29,0.2,6.1
Jaydon Mickens,@Ten,L 10-15,0/0,0,0,0,0,0,0,2.2,25.7,0.2,6.1
Pharoh Cooper,SF,L 13-34,0/0,0,0,0,0,0,0,2.4,24.6,0.1,5.9
Russell Shepard,@Atl,L 10-22,0/0,0,0,0,0,0,0,2.2,29,0.1,5.9
Shelton Gibson,Dal,L 0-6,0/0,0,0,0,0,0,0,2.2,26,0.2,5.9
Kendrick Bourne,@LAR,W 34-13,0/0,0,0,0,0,0,0,2.1,27.5,0.2,5.8
Dontrelle Inman,@Min,L 10-23,0/0,0,0,0,0,0,0,2.3,29.8,0.1,5.8
J.J. Nelson,@Sea,W 26-24,0/0,0,0,0,0.5,2.8,0,1.9,27.7,0.1,5.6
Chad Hansen,@NE,L 6-26,0/0,0,0,0,0,0,0,2.3,25,0.1,5.5
Deonte Thompson,@Mia,W 22-16,0/0,0,0,0,0.3,1.8,0,1.9,25.6,0.1,5.4
Joshua Bellamy,@Min,L 10-23,0/0,0,0,0,0,0,0,2,26,0.1,5.2
Tyler Boyd,@Bal,W 31-27,0/0,0,0,0,0,0,0,2.3,22.7,0.1,5.2
Brandon Coleman,@TB,L 24-31,0/0,0,0,0,0,0,0,1.7,24.7,0.2,5.1
Kamar Aiken,Hou,W 22-13,0/0,0,0,0,0,0,0,1.5,20.5,0.1,4.1
Jeff Janis,@Det,L 11-35,0/0,0,0,0,0,0,0,1.4,18.5,0.1,4.1
Michael Campanaro,Cin,L 27-31,0/0,0,0,0,0,0,0,1.6,16.3,0.1,4
Isaiah McKenzie,KC,L 24-27,0/0,0,0,0,0,0,0,1.5,17.7,0.1,4
Kaelin Clay,@Atl,L 10-22,0/0,0,0,0,0.3,1.7,0,1.3,17.4,0.1,3.9
Justin Hardy,Car,W 22-10,0/0,0,0,0,0,0,0,1.4,17.3,0.1,3.8
Brenton Bersin,@Atl,L 10-22,0/0,0,0,0,0,0,0,1.4,17.8,0.1,3.7
Allen Hurns,@Ten,L 10-15,0/0,0,0,0,0,0,0,1.4,16.6,0.1,3.6
Rashard Higgins,@Pit,L 24-28,0/0,0,0,0,0,0,0,1.5,16.3,0.1,3.5
Breshad Perriman,Cin,L 27-31,0/0,0,0,0,0,0,0,1.2,15.9,0.1,3.4
Robert Woods,SF,L 13-34,0/0,0,0,0,0,0,0,1.3,16,0.1,3.4
Trevor Davis,@Det,L 11-35,0/0,0,0,0,0.2,1.5,0,1.2,13.6,0.1,3.3
Jarius Wright,Chi,W 23-10,0/0,0,0,0,0,0,0,1.3,16.2,0.1,3.3
Kenny Britt,NYJ,W 26-6,0/0,0,0,0,0,0,0,1,14.6,0.1,3.3
Louis Murphy,@LAR,W 34-13,0/0,0,0,0,0,0,0,1.1,15.3,0.1,3.2
Alshon Jeffery,Dal,L 0-6,0/0,0,0,0,0,0,0,1.1,14.3,0.1,3.2
Torrey Smith,Dal,L 0-6,0/0,0,0,0,0,0,0,1,14.8,0.1,3.2
Cordarrelle Patterson,@LAC,L 10-30,0/0,0,0,0,0.9,7.5,0,1,8.8,0,3.1
Sammy Watkins,SF,L 13-34,0/0,0,0,0,0,0,0,1,15.4,0.1,3
Willie Snead,@TB,L 24-31,0/0,0,0,0,0,0,0,1.1,14.8,0.1,3
ArDarius Stewart,@NE,L 6-26,0/0,0,0,0,0.2,1.4,0,1.1,11.4,0.1,2.6
Mike Williams,Oak,W 30-10,0/0,0,0,0,0,0,0,0.9,11.1,0.1,2.6
Phillip Dorsett,NYJ,W 26-6,0/0,0,0,0,0,0,0,0.8,11.3,0.1,2.4
Josh Malone,@Bal,W 31-27,0/0,0,0,0,0.4,2.5,0,0.8,8.8,0.1,2.2
Laquon Treadwell,Chi,W 23-10,0/0,0,0,0,0,0,0,0.7,9.4,0.1,2
Taywan Taylor,Jax,W 15-10,0/0,0,0,0,0.3,1.7,0,0.7,8.8,0,2
Maurice Harris,@NYG,L 10-18,0/0,0,0,0,0,0,0,0.6,8.7,0,1.8
JoJo Natson,@NE,L 6-26,0/0,0,0,0,0.1,0.7,0,0.6,6.8,0,1.8
Brian Quick,@NYG,L 10-18,0/0,0,0,0,0,0,0,0.6,8.4,0.1,1.8
Aldrick Robinson,@LAR,W 34-13,0/0,0,0,0,0,0,0,0.6,8.3,0,1.6
Noah Brown,@Phi,W 6-0,0/0,0,0,0,0,0,0,0.6,6.2,0,1.5
Brandon Tate,@Mia,W 22-16,0/0,0,0,0,0,0,0,0.5,6.5,0,1.4
Ricardo Louis,@Pit,L 24-28,0/0,0,0,0,0,0,0,0.6,6.4,0,1.3
Bradley Marquez,GB,W 35-11,0/0,0,0,0,0,0,0,0.4,5.6,0,1.2
Tanner McEvoy,Ari,L 24-26,0/0,0,0,0,0,0,0,0.4,5.6,0,1.2
Markus Wheaton,@Min,L 10-23,0/0,0,0,0,0,0,0,0.4,6,0,1.2
Alex Erickson,@Bal,W 31-27,0/0,0,0,0,0,0,0,0.4,4.9,0,1.1
Michael Floyd,Chi,W 23-10,0/0,0,0,0,0,0,0,0.3,5,0,1
Tommylee Lewis,@TB,L 24-31,0/0,0,0,0,0,0,0,0.3,4.3,0,1
Freddie Martino,NO,W 31-24,0/0,0,0,0,0,0,0,0.2,2.7,0,0.6
