PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Zach Ertz,@Car,W 28-23,0/0,0,0,0,0,0,0,6.5,67.9,0.3,15.3
Rob Gronkowski,@NYJ,W 24-17,0/0,0,0,0,0,0,0,4.4,64.7,0.6,14.4
Travis Kelce,Pit,L 13-19,0/0,0,0,0,0.2,1.1,0,5.2,66.3,0.4,14.2
Jordan Reed*,SF,W 26-24,0/0,0,0,0,0,0,0,4.8,56.3,0.4,13
Delanie Walker,Ind,W 36-22,0/0,0,0,0,0,0,0,4.4,55.9,0.4,12.6
Evan Engram*,@Den,W 23-10,0/0,0,0,0,0,0,0,4.6,45.1,0.3,10.6
Austin Seferian-Jenkins*,NE,L 17-24,0/0,0,0,0,0,0,0,3.6,44.7,0.4,10.2
Jared Cook,LAC,L 16-17,0/0,0,0,0,0,0,0,3.5,44.3,0.4,10.2
Kyle Rudolph,GB,W 23-10,0/0,0,0,0,0,0,0,3.8,40.8,0.4,10.2
Cameron Brate,@Ari,L 33-38,0/0,0,0,0,0,0,0,3.4,37.3,0.4,9.2
Zach Miller*,@Bal,W 27-24,0/0,0,0,0,0,0,0,3.8,39,0.2,9
Jack Doyle,@Ten,L 22-36,0/0,0,0,0,0,0,0,3.9,36.6,0.2,8.9
Coby Fleener*,Det,W 52-38,0/0,0,0,0,0,0,0,3.1,34.5,0.4,8.6
Ed Dickson,Phi,L 23-28,0/0,0,0,0,0,0,0,3,41.2,0.2,8.6
Martellus Bennett*,@NYJ,W 24-17,0/0,0,0,0,0,0,0,3.5,35.1,0.3,8.5
George Kittle,@Wsh,L 24-26,0/0,0,0,0,0,0,0,3.7,37.5,0.2,8.4
Hunter Henry*,@Oak,W 17-16,0/0,0,0,0,0,0,0,2.9,34.7,0.3,8.3
Eric Ebron,@NO,L 38-52,0/0,0,0,0,0,0,0,3.1,36.3,0.2,8
Jermaine Gresham*,TB,W 38-33,0/0,0,0,0,0,0,0,3.2,34.9,0.2,8
Julius Thomas*,@Atl,W 20-17,0/0,0,0,0,0,0,0,3,30.5,0.3,7.7
Benjamin Watson,Chi,L 24-27,0/0,0,0,0,0,0,0,3,32,0.2,7.6
Ryan Griffin*,Cle,W 33-17,0/0,0,0,0,0,0,0,2.7,31.7,0.3,7.4
Austin Hooper,Mia,L 17-20,0/0,0,0,0,0,0,0,2.4,30.1,0.3,7.2
Jesse James,@KC,W 19-13,0/0,0,0,0,0,0,0,3,28.5,0.2,7.2
Tyler Higbee,@Jax,W 27-17,0/0,0,0,0,0,0,0,2.8,28.1,0.2,6.9
Antonio Gates,@Oak,W 17-16,0/0,0,0,0,0,0,0,2.3,27.1,0.3,6.6
Stephen Anderson,Cle,W 33-17,0/0,0,0,0,0,0,0,1.9,24.1,0.2,5.7
Seth DeValve,@Hou,L 17-33,0/0,0,0,0,0,0,0,2.4,24.7,0.1,5.7
Marcedes Lewis,LAR,L 17-27,0/0,0,0,0,0,0,0,1.9,21.6,0.2,5.4
David Njoku,@Hou,L 17-33,0/0,0,0,0,0,0,0,2.1,21,0.1,5.1
A.J. Derby,@Atl,W 20-17,0/0,0,0,0,0,0,0,2,21.6,0.1,4.9
Nick Boyle,Chi,L 24-27,0/0,0,0,0,0,0,0,1.9,18.6,0.1,4.5
O.J. Howard*,@Ari,L 33-38,0/0,0,0,0,0,0,0,1.7,17.9,0.2,4.4
Darren Fells,@NO,L 38-52,0/0,0,0,0,0,0,0,1.5,18.4,0.2,4.2
Jonnu Smith,Ind,W 36-22,0/0,0,0,0,0,0,0,1.4,16,0.2,4
Vernon Davis,SF,W 26-24,0/0,0,0,0,0,0,0,1.2,18.1,0.1,3.8
Dion Sims,@Bal,W 27-24,0/0,0,0,0,0,0,0,1.5,14.6,0.1,3.6
Virgil Green,NYG,L 10-23,0/0,0,0,0,0,0,0,1.3,13.5,0.1,3.3
Rhett Ellison,@Den,W 23-10,0/0,0,0,0,0,0,0,1.4,12.5,0.1,3.1
Gerald Everett,@Jax,W 27-17,0/0,0,0,0,0,0,0,1.3,12.1,0.1,3
