PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Rob Gronkowski,KC,L 27-42,0/0,0,0,0,0,0,0,4.7,71.2,0.6,15.3
Travis Kelce,@NE,W 42-27,0/0,0,0,0,0,0,0,5.7,71.8,0.3,14.5
Jordan Reed*,Phi,L 17-30,0/0,0,0,0,0,0,0,5.4,62.5,0.4,14
Greg Olsen,@SF,W 23-3,0/0,0,0,0,0,0,0,4.9,66,0.4,13.9
Kyle Rudolph,NO,W 29-19,0/0,0,0,0,0,0,0,4.8,50.1,0.5,13
Jimmy Graham,@GB,L 9-17,0/0,0,0,0,0,0,0,4,50.9,0.5,11.9
Zach Ertz,@Wsh,W 30-17,0/0,0,0,0,0,0,0,4.6,48.9,0.3,11.1
Delanie Walker,Oak,L 16-26,0/0,0,0,0,0,0,0,3.7,45,0.4,10.4
Eric Ebron,Ari,W 35-23,0/0,0,0,0,0,0,0,3.8,43.7,0.3,9.8
Tyler Eifert*,Bal,L 0-20,0/0,0,0,0,0,0,0,3.7,40.5,0.3,9.8
Jason Witten,NYG,W 19-3,0/0,0,0,0,0,0,0,4,40.4,0.3,9.7
Martellus Bennett*,KC,L 27-42,0/0,0,0,0,0,0,0,3.6,37.1,0.3,9.3
Jack Doyle,@LAR,L 9-46,0/0,0,0,0,0,0,0,3.9,36.3,0.3,9.1
Evan Engram*,@Dal,L 3-19,0/0,0,0,0,0,0,0,3.4,39.6,0.3,9.1
Jared Cook,@Ten,W 26-16,0/0,0,0,0,0,0,0,3.2,41.4,0.3,9
C.J. Fiedorowicz*,Jax,L 7-29,0/0,0,0,0,0,0,0,3.4,39,0.2,8.8
Coby Fleener*,@Min,L 19-29,0/0,0,0,0,0,0,0,3.2,36.8,0.3,8.6
Hunter Henry*,@Den,L 21-24,0/0,0,0,0,0,0,0,3.2,34.9,0.3,8.6
Austin Hooper,@Chi,W 23-17,0/0,0,0,0,0,0,0,3,35,0.3,8.5
Charles Clay,NYJ,W 21-12,0/0,0,0,0,0,0,0,3.2,37.1,0.2,8.4
Antonio Gates,@Den,L 21-24,0/0,0,0,0,0,0,0,3,30.6,0.3,7.6
Zach Miller*,Atl,L 17-23,0/0,0,0,0,0,0,0,2.8,30.1,0.2,7
Tyler Higbee,Ind,W 46-9,0/0,0,0,0,0,0,0,2.7,28.4,0.2,7
Jermaine Gresham*,@Det,L 23-35,0/0,0,0,0,0,0,0,2.6,27.2,0.2,6.4
David Njoku,Pit,L 18-21,0/0,0,0,0,0,0,0,2.5,27.7,0.2,6.3
Will Tye,@Buf,L 12-21,0/0,0,0,0,0,0,0,2.4,26.2,0.1,5.8
Nick Boyle,@Cin,W 20-0,0/0,0,0,0,0,0,0,2.7,23.7,0.1,5.8
Ryan Griffin*,Jax,L 7-29,0/0,0,0,0,0,0,0,2.3,26.9,0.1,5.8
Jesse James,@Cle,W 21-18,0/0,0,0,0,0,0,0,2.1,23.1,0.2,5.6
Josh Hill,@Min,L 19-29,0/0,0,0,0,0,0,0,1.6,16.1,0.2,4.1
A.J. Derby,** BYE **,0/0,0,0,0,0,0,0,1.7,17.5,0.1,--
George Kittle,Car,L 3-23,0/0,0,0,0,0,0,0,1.6,17.2,0.1,3.9
Marcedes Lewis,@Hou,W 29-7,0/0,0,0,0,0,0,0,1.5,16.2,0.1,3.7
Benjamin Watson,@Cin,W 20-0,0/0,0,0,0,0,0,0,1.6,15.4,0.1,3.7
Seth DeValve,Pit,L 18-21,0/0,0,0,0,0,0,0,1.5,15.5,0.1,3.7
Vernon Davis,Phi,L 17-30,0/0,0,0,0,0,0,0,1.2,17.1,0.1,3.5
Gerald Everett,Ind,W 46-9,0/0,0,0,0,0,0,0,1.3,14.5,0.1,3.4
Eric Tomlinson,@Buf,L 12-21,0/0,0,0,0,0,0,0,1.3,14.2,0.1,3.2
Vance McDonald,@Cle,W 21-18,0/0,0,0,0,0,0,0,1.1,13.5,0.1,3.1
Trey Burton,@Wsh,W 30-17,0/0,0,0,0,0,0,0,1.2,12.4,0.1,2.9
