PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Rob Gronkowski,@Den,W 41-16,0/0,0,0,0,0,0,0,5,74.2,0.7,16.6
Evan Engram*,@SF,L 21-31,0/0,0,0,0,0,0,0,5.3,59.8,0.5,14.1
Jimmy Graham,@Ari,W 22-16,0/0,0,0,0,0,0,0,4.2,50.9,0.6,12.5
Jack Doyle,Pit,L 17-20,0/0,0,0,0,0,0,0,5.4,51.9,0.3,12.1
Vernon Davis,Min,L 30-38,0/0,0,0,0,0,0,0,4,54.6,0.3,11.1
Delanie Walker,Cin,W 24-20,0/0,0,0,0,0,0,0,4.1,47,0.3,10.4
Jason Witten,@Atl,L 7-27,0/0,0,0,0,0,0,0,4.2,40.5,0.3,10.1
Cameron Brate,NYJ,W 15-10,0/0,0,0,0,0,0,0,3.7,41.3,0.4,10.1
Kyle Rudolph,@Wsh,W 38-30,0/0,0,0,0,0,0,0,4,37.1,0.4,9.8
Austin Seferian-Jenkins*,@TB,L 10-15,0/0,0,0,0,0,0,0,3.4,38.9,0.4,9.7
Hunter Henry*,@Jax,L 17-20,0/0,0,0,0,0,0,0,3.7,41.3,0.3,9.5
Charles Clay,NO,L 10-47,0/0,0,0,0,0,0,0,3.4,36.3,0.3,8.5
Tyler Kroft,@Ten,L 20-24,0/0,0,0,0,0,0,0,3.4,34.4,0.3,8.4
David Njoku,@Det,L 24-38,0/0,0,0,0,0,0,0,3.1,32.5,0.2,7.8
Ed Dickson,Mia,W 45-21,0/0,0,0,0,0,0,0,2.7,34.9,0.2,7.5
Julius Thomas*,@Car,L 21-45,0/0,0,0,0,0,0,0,2.9,28.6,0.2,7.2
C.J. Fiedorowicz*,@LAR,L 7-33,0/0,0,0,0,0,0,0,3,28,0.2,7.1
Austin Hooper,Dal,W 27-7,0/0,0,0,0,0,0,0,2.5,29.8,0.3,7.1
Jermaine Gresham,Sea,L 16-22,0/0,0,0,0,0,0,0,3,29.4,0.2,6.9
A.J. Derby,@Car,L 21-45,0/0,0,0,0,0,0,0,2.8,30.2,0.2,6.8
Eric Ebron,Cle,W 38-24,0/0,0,0,0,0,0,0,2.6,29.4,0.2,6.7
Tyler Higbee,Hou,W 33-7,0/0,0,0,0,0,0,0,2.2,27,0.2,6.3
Garrett Celek,NYG,W 31-21,0/0,0,0,0,0,0,0,2.4,26.6,0.2,6.1
O.J. Howard*,NYJ,W 15-10,0/0,0,0,0,0,0,0,2,24,0.2,5.5
Adam Shaheen*,GB,L 16-23,0/0,0,0,0,0,0,0,1.9,21.7,0.2,5.3
Coby Fleener*,@Buf,W 47-10,0/0,0,0,0,0,0,0,1.9,21.9,0.2,5.1
Antonio Gates,@Jax,L 17-20,0/0,0,0,0,0,0,0,2,21.2,0.2,5
Vance McDonald,@Ind,W 20-17,0/0,0,0,0,0,0,0,1.7,21.5,0.2,5
Marcedes Lewis,LAC,W 20-17,0/0,0,0,0,0,0,0,1.7,19.8,0.2,4.9
Jeremy Sprinkle,Min,L 30-38,0/0,0,0,0,0,0,0,1.9,20.4,0.1,4.8
Seth DeValve,@Det,L 24-38,0/0,0,0,0,0,0,0,2,20.8,0.1,4.8
Stephen Anderson,@LAR,L 7-33,0/0,0,0,0,0,0,0,1.9,19,0.1,4.6
Darren Fells,Cle,W 38-24,0/0,0,0,0,0,0,0,1.6,18.5,0.2,4.5
Richard Rodgers*,@Chi,W 23-16,0/0,0,0,0,0,0,0,1.9,16.6,0.1,4.1
Daniel Brown,GB,L 16-23,0/0,0,0,0,0,0,0,1.4,16.2,0.2,4.1
Gerald Everett,Hou,W 33-7,0/0,0,0,0,0,0,0,1.4,17.1,0.1,4
Jesse James,@Ind,W 20-17,0/0,0,0,0,0,0,0,1.4,15.2,0.1,3.8
Lance Kendricks,@Chi,W 23-16,0/0,0,0,0,0,0,0,1.7,15,0.1,3.7
Troy Niklas,Sea,L 16-22,0/0,0,0,0,0,0,0,1.5,15.1,0.1,3.5
Logan Paulsen,NYG,W 31-21,0/0,0,0,0,0,0,0,1.3,13.3,0.1,3.2
James Hanna,@Atl,L 7-27,0/0,0,0,0,0,0,0,0.8,7.6,0.1,1.9
Luke Willson,@Ari,W 22-16,0/0,0,0,0,0,0,0,0.7,8.1,0.1,1.9
Nick Vannett*,@Ari,W 22-16,0/0,0,0,0,0,0,0,0.7,7.1,0.1,1.9
James O'Shaughnessy,LAC,W 20-17,0/0,0,0,0,0,0,0,0.7,7.4,0,1.7
Luke Stocker,Cin,W 24-20,0/0,0,0,0,0,0,0,0.7,6.4,0.1,1.7
Anthony Fasano,@Car,L 21-45,0/0,0,0,0,0,0,0,0.6,6.1,0.1,1.6
Michael Hoomanawanui*,@Buf,W 47-10,0/0,0,0,0,0,0,0,0.5,5.5,0,1.3
Jeff Heuerman,NE,L 16-41,0/0,0,0,0,0,0,0,0.5,5.7,0,1.2
Levine Toilolo*,Dal,W 27-7,0/0,0,0,0,0,0,0,0.5,4.5,0,1.2
David Morgan,@Wsh,W 38-30,0/0,0,0,0,0,0,0,0.4,4.3,0,1.1
Chris Manhertz*,Mia,W 45-21,0/0,0,0,0,0,0,0,0.4,4.5,0,1
Ben Koyack,LAC,W 20-17,0/0,0,0,0,0,0,0,0.4,3.8,0,0.9
Jerell Adams,@SF,L 21-31,0/0,0,0,0,0,0,0,0.3,2.6,0,0.7
Xavier Grimble,@Ind,W 20-17,0/0,0,0,0,0,0,0,0.2,2.5,0,0.6
Jacob Hollister,@Den,W 41-16,0/0,0,0,0,0,0,0,0.2,2.4,0,0.6
Michael Roberts,Cle,W 38-24,0/0,0,0,0,0,0,0,0.2,2.4,0,0.6
Blake Bell*,@Wsh,W 38-30,0/0,0,0,0,0,0,0,0.2,2.2,0,0.5
MarQueis Gray,@Car,L 21-45,0/0,0,0,0,0,0,0,0.2,2.1,0,0.5
Logan Thomas,NO,L 10-47,0/0,0,0,0,0,0,0,0.2,2,0,0.5
Phillip Supernaw,Cin,W 24-20,0/0,0,0,0,0,0,0,0.2,2,0,0.5
Dwayne Allen,@Den,W 41-16,0/0,0,0,0,0,0,0,0.1,1.2,0,0.3
Randall Telfer,@Det,L 24-38,0/0,0,0,0,0,0,0,0.1,1.1,0,0.3
Kellen Winslow,@TB,L 10-15,0/0,0,0,0,0,0,0,0,0,0,0
Benjamin Watson,** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
Alex Smith,Min,L 30-38,0/0,0,0,0,0,0,0,0,0,0,0
Owen Daniels,NE,L 16-41,0/0,0,0,0,0,0,0,0,0,0,0
Daniel Fells,@SF,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0
Greg Olsen,Mia,W 45-21,0/0,0,0,0,0,0,0,0,0,0,0
Matt Spaeth,@Ind,W 20-17,0/0,0,0,0,0,0,0,0,0,0,0
Scott Chandler*,@Den,W 41-16,0/0,0,0,0,0,0,0,0,0,0,0
Brent Celek,** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
Clark Harris,@Ten,L 20-24,0/0,0,0,0,0,0,0,0,0,0,0
Fred Davis,Min,L 30-38,0/0,0,0,0,0,0,0,0,0,0,0
Martellus Bennett*,@Den,W 41-16,0/0,0,0,0,0,0,0,0,0,0,0
Craig Stevens,Cin,W 24-20,0/0,0,0,0,0,0,0,0,0,0,0
Gary Barnidge,@Det,L 24-38,0/0,0,0,0,0,0,0,0,0,0,0
Jacob Tamme,Dal,W 27-7,0/0,0,0,0,0,0,0,0,0,0,0
Kellen Davis,@TB,L 10-15,0/0,0,0,0,0,0,0,0,0,0,0
Matthew Mulligan,Cle,W 38-24,0/0,0,0,0,0,0,0,0,0,0,0
David Johnson,@Ind,W 20-17,0/0,0,0,0,0,0,0,0,0,0,0
Jim Dray,Sea,L 16-22,0/0,0,0,0,0,0,0,0,0,0,0
Garrett Graham,NE,L 16-41,0/0,0,0,0,0,0,0,0,0,0,0
Clay Harbor*,@Buf,W 47-10,0/0,0,0,0,0,0,0,0,0,0,0
Anthony McCoy,@Ari,W 22-16,0/0,0,0,0,0,0,0,0,0,0,0
Andrew Quarless,Cle,W 38-24,0/0,0,0,0,0,0,0,0,0,0,0
Richie Brockel,Mia,W 45-21,0/0,0,0,0,0,0,0,0,0,0,0
Jeff Cumberland,@Jax,L 17-20,0/0,0,0,0,0,0,0,0,0,0,0
Rob Housler,@Den,W 41-16,0/0,0,0,0,0,0,0,0,0,0,0
Bruce Miller,NYG,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0
David Ausberry,Cle,W 38-24,0/0,0,0,0,0,0,0,0,0,0,0
Niles Paul,Min,L 30-38,0/0,0,0,0,0,0,0,0,0,0,0
D.J. Williams,Min,L 30-38,0/0,0,0,0,0,0,0,0,0,0,0
Jordan Cameron,@Car,L 21-45,0/0,0,0,0,0,0,0,0,0,0,0
Lee Smith,** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
Orson Charles,** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
Ladarius Green,@Ind,W 20-17,0/0,0,0,0,0,0,0,0,0,0,0
Greg Scruggs,@Den,W 41-16,0/0,0,0,0,0,0,0,0,0,0,0
Beau Brinkley,Cin,W 24-20,0/0,0,0,0,0,0,0,0,0,0,0
Dominique Jones,@Car,L 21-45,0/0,0,0,0,0,0,0,0,0,0,0
Derek Carrier,Hou,W 33-7,0/0,0,0,0,0,0,0,0,0,0,0
Sean McGrath,@Jax,L 17-20,0/0,0,0,0,0,0,0,0,0,0,0
Chase Ford,** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
Cooper Helfet,** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
Brandon Bostick,@TB,L 10-15,0/0,0,0,0,0,0,0,0,0,0,0
Larry Donnell,** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
Ifeanyi Momah*,Sea,L 16-22,0/0,0,0,0,0,0,0,0,0,0,0
Tyler Eifert*,@Ten,L 20-24,0/0,0,0,0,0,0,0,0,0,0,0
Zach Ertz,** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
Gavin Escobar,** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
Travis Kelce,** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
Jordan Reed*,Min,L 30-38,0/0,0,0,0,0,0,0,0,0,0,0
Ryan Griffin*,@LAR,L 7-33,0/0,0,0,0,0,0,0,0,0,0,0
Michael Williams,@Den,W 41-16,0/0,0,0,0,0,0,0,0,0,0,0
Mychal Rivera*,LAC,W 20-17,0/0,0,0,0,0,0,0,0,0,0,0
Chris Gragg*,@TB,L 10-15,0/0,0,0,0,0,0,0,0,0,0,0
Dion Sims,GB,L 16-23,0/0,0,0,0,0,0,0,0,0,0,0
Justice Cunningham,Hou,W 33-7,0/0,0,0,0,0,0,0,0,0,0,0
Chris Pantale,@Car,L 21-45,0/0,0,0,0,0,0,0,0,0,0,0
Timothy Wright,Cle,W 38-24,0/0,0,0,0,0,0,0,0,0,0,0
Zach Sudfeld,@TB,L 10-15,0/0,0,0,0,0,0,0,0,0,0,0
