PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Antonio Brown*,NE,L 24-27,0/0,0,0,0,0.1,0.8,0,8.4,113.3,0.6,23.5
Michael Thomas,NYJ,W 31-19,0/0,0,0,0,0,0,0,6.1,79.6,0.5,17.1
Julio Jones,@TB,W 24-21,0/0,0,0,0,0,0,0,5.5,88.4,0.4,16.7
Keenan Allen,@KC,L 13-30,0/0,0,0,0,0,0,0,6.3,73.8,0.5,16.5
Adam Thielen,Cin,W 34-7,0/0,0,0,0,0,0,0,5.6,74.7,0.5,16
A.J. Green,@Min,L 7-34,0/0,0,0,0,0,0,0,5.8,78.7,0.4,16
Doug Baldwin,LAR,L 7-42,0/0,0,0,0,0.2,1.5,0,5.5,70.8,0.5,15.8
DeAndre Hopkins*,@Jax,L 7-45,0/0,0,0,0,0,0,0,6.4,75.8,0.3,15.7
Brandin Cooks,@Pit,W 27-24,0/0,0,0,0,0.2,1.5,0,5.1,72.6,0.4,14.9
Jarvis Landry,@Buf,L 16-24,0/0,0,0,0,0.2,1.4,0,6.6,60.8,0.3,14.9
Larry Fitzgerald,@Wsh,L 15-20,0/0,0,0,0,0,0,0,6,58.7,0.3,13.9
Devin Funchess,GB,W 31-24,0/0,0,0,0,0,0,0,4.4,67.3,0.5,13.9
Dez Bryant,@Oak,W 20-17,0/0,0,0,0,0,0,0,4.7,60.1,0.5,13.7
Mike Evans,Atl,L 21-24,0/0,0,0,0,0,0,0,4.7,60.3,0.5,13.7
Golden Tate,Chi,W 20-10,0/0,0,0,0,0.5,2.7,0,5.4,62.2,0.3,13.7
Davante Adams*,@Car,L 24-31,0/0,0,0,0,0,0,0,5,59.3,0.4,13.6
Alshon Jeffery,@NYG,W 34-29,0/0,0,0,0,0,0,0,4.3,62.3,0.5,13.4
Tyreek Hill*,LAC,W 30-13,0/0,0,0,0,1.8,12.2,0,4.5,52.4,0.3,13
Michael Crabtree,Dal,L 17-20,0/0,0,0,0,0,0,0,4.9,57.3,0.4,12.9
Demaryius Thomas,@Ind,W 25-13,0/0,0,0,0,0,0,0,5,60.5,0.3,12.9
Jordy Nelson*,@Car,L 24-31,0/0,0,0,0,0,0,0,4.6,56.9,0.4,12.8
Marvin Jones Jr.,Chi,W 20-10,0/0,0,0,0,0,0,0,3.8,61.1,0.5,12.7
Robert Woods,@Sea,W 42-7,0/0,0,0,0,0.2,1.4,0,4.7,59.3,0.3,12.4
Marquise Goodwin,Ten,W 25-23,0/0,0,0,0,0.1,0.7,0,4.1,64,0.3,12.3
Stefon Diggs,Cin,W 34-7,0/0,0,0,0,0.3,2.1,0,4.5,52.6,0.4,12.3
Josh Gordon,Bal,L 10-27,0/0,0,0,0,0,0,0,4.3,64.3,0.3,12.2
Mohamed Sanu,@TB,W 24-21,0/0,0,0,0,0.3,1.7,0,4.5,53.1,0.3,11.9
Jamison Crowder,Ari,W 20-15,0/0,0,0,0,0.5,3.2,0,4.5,52.1,0.3,11.9
Marqise Lee*,Hou,W 45-7,0/0,0,0,0,0.2,1,0,4.1,55.8,0.3,11.8
Sterling Shepard*,Phi,L 29-34,0/0,0,0,0,0.2,1.2,0,4.7,53.2,0.2,11.6
Cooper Kupp,@Sea,W 42-7,0/0,0,0,0,0,0,0,4.2,54,0.3,11.5
DeSean Jackson*,Atl,L 21-24,0/0,0,0,0,0,0,0,3.9,57.3,0.3,11.2
Robby Anderson,@NO,L 19-31,0/0,0,0,0,0.2,1.4,0,4,55.3,0.2,11.1
Kenny Stills,@Buf,L 16-24,0/0,0,0,0,0,0,0,3.8,54.4,0.3,11.1
Paul Richardson,LAR,L 7-42,0/0,0,0,0,0,0,0,3.8,52.8,0.3,11.1
JuJu Smith-Schuster,NE,L 24-27,0/0,0,0,0,0,0,0,3.9,50.7,0.3,11
Dede Westbrook,Hou,W 45-7,0/0,0,0,0,0,0,0,4,52.6,0.3,10.9
Rishard Matthews,@SF,L 23-25,0/0,0,0,0,0,0,0,3.9,53.7,0.2,10.5
Randall Cobb,@Car,L 24-31,0/0,0,0,0,0.6,4.1,0,4,43.8,0.3,10.4
Nelson Agholor,@NYG,W 34-29,0/0,0,0,0,0,0,0,3.7,45.9,0.3,10.2
