PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Le'Veon Bell*,Cin,W 29-14,0/0,0,0,0,20.6,88.8,0.6,4.8,35.7,0.2,22
Ezekiel Elliott,@SF,W 40-10,0/0,0,0,0,22.3,93.5,1,2.9,24.7,0.1,21.3
LeSean McCoy,TB,W 30-27,0/0,0,0,0,18,79.6,0.4,5,44.1,0.2,20.8
Kareem Hunt,@Oak,L 30-31,0/0,0,0,0,17.7,80.7,0.8,3.3,31.3,0.1,19.8
Todd Gurley II,Ari,W 33-0,0/0,0,0,0,19.7,79.5,0.7,3.8,31.7,0.1,19.1
Mark Ingram,@GB,W 26-17,0/0,0,0,0,15.9,72.5,0.6,3.7,25,0.2,17.6
Melvin Gordon,Den,W 21-0,0/0,0,0,0,17.2,63.2,0.4,3.5,28.4,0.1,15.6
Chris Ivory,@Ind,W 27-0,0/0,0,0,0,16.9,71.4,0.6,2.2,18.9,0.1,15.3
Jay Ajayi,Wsh,W 34-24,0/0,0,0,0,21.6,93.3,0.4,1.8,13.1,0.1,15.2
Devonta Freeman,@NE,L 7-23,0/0,0,0,0,13.6,61,0.6,2.6,22.9,0.1,15.2
Alvin Kamara,@GB,W 26-17,0/0,0,0,0,8.5,36.4,0.3,4.6,33.6,0.2,14.5
Christian McCaffrey,@Chi,L 3-17,0/0,0,0,0,6.7,26.8,0.2,5,39.2,0.2,14.1
Carlos Hyde,Dal,L 10-40,0/0,0,0,0,12.9,57.9,0.4,3,21.6,0.1,14.1
Jordan Howard,Car,W 17-3,0/0,0,0,0,18.2,79.1,0.4,1.5,11.9,0.1,13.5
Jerick McKinnon,Bal,W 24-16,0/0,0,0,0,14.9,63.1,0.3,2.8,20,0.1,13.2
C.J. Anderson,@LAC,L 0-21,0/0,0,0,0,16.8,75.8,0.4,1.5,11.7,0,13.2
Adrian Peterson*,@LAR,L 0-33,0/0,0,0,0,15.8,70.8,0.4,1.7,13.1,0.1,12.8
Marshawn Lynch,KC,W 31-30,0/0,0,0,0,14,60.9,0.6,1.2,10.7,0.1,12.2
Frank Gore,Jax,L 0-27,0/0,0,0,0,13.8,60.8,0.4,1.9,14.2,0,11.9
Tevin Coleman,@NE,L 7-23,0/0,0,0,0,6.5,29.6,0.2,3.3,31.5,0.2,11.8
Ty Montgomery*,NO,L 17-26,0/0,0,0,0,11.2,49.3,0.3,2.3,18.2,0.1,11.7
Doug Martin,@Buf,L 27-30,0/0,0,0,0,16.5,68,0.3,1.6,11.7,0.1,11.5
Jonathan Stewart,@Chi,L 3-17,0/0,0,0,0,16.7,68.4,0.4,1.1,8.1,0,11.5
Javorius Allen,@Min,L 16-24,0/0,0,0,0,9.1,33,0.2,3.7,27.3,0.1,11.4
Chris Thompson*,@Phi,L 24-34,0/0,0,0,0,5.7,25.8,0.1,4,36.1,0.1,11.4
Duke Johnson Jr.,Ten,L 9-12,0/0,0,0,0,5.4,22.4,0.1,4.1,34,0.1,11.2
Joe Mixon,@Pit,L 14-29,0/0,0,0,0,12.9,53.4,0.3,2.1,14.9,0,10.9
Derrick Henry,@Cle,W 12-9,0/0,0,0,0,13.9,56,0.5,1.1,9.3,0,10.7
Isaiah Crowell,Ten,L 9-12,0/0,0,0,0,13.1,52.2,0.4,1.6,11.8,0.1,10.6
Latavius Murray,Bal,W 24-16,0/0,0,0,0,12.1,48.7,0.4,1.7,12.7,0,10.5
Wendell Smallwood,Wsh,W 34-24,0/0,0,0,0,10.5,42.8,0.2,2.3,19.8,0.1,10.3
Bilal Powell,@Mia,L 28-31,0/0,0,0,0,9.1,39.1,0.2,2.6,19.3,0.1,10.2
Tarik Cohen,Car,W 17-3,0/0,0,0,0,7.2,29.9,0.1,3.2,23.6,0.1,9.9
Kerwynn Williams,@LAR,L 0-33,0/0,0,0,0,4.2,19,0.1,3.4,29.6,0.1,9.5
James White*,Atl,W 23-7,0/0,0,0,0,2.3,9.3,0.1,3.8,30.7,0.2,9.3
Orleans Darkwa,Sea,L 7-24,0/0,0,0,0,12.4,56,0.2,1.4,10.9,0,9.1
DeMarco Murray*,@Cle,W 12-9,0/0,0,0,0,10.7,43.6,0.4,1.4,10.6,0,9.1
Aaron Jones*,NO,L 17-26,0/0,0,0,0,10.7,45.9,0.3,1.4,11.8,0,9
Matt Breida,Dal,L 10-40,0/0,0,0,0,7.3,31.4,0.2,2.4,19,0,9
Rob Kelley*,@Phi,L 24-34,0/0,0,0,0,13.8,56.1,0.3,0.8,6.5,0,8.8
