PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Le'Veon Bell*,@Ind,W 20-17,0/0,0,0,0,21,89.1,0.8,4.7,39.9,0.2,23.5
LeSean McCoy,NO,L 10-47,0/0,0,0,0,18.3,85.3,0.4,5.2,38.6,0.2,21
Todd Gurley II,Hou,W 33-7,0/0,0,0,0,20.3,84.7,0.9,3,29.1,0.1,19.2
Leonard Fournette,LAC,W 20-17,0/0,0,0,0,22,100.9,0.7,2.4,19.9,0.1,19.1
Carlos Hyde,NYG,W 31-21,0/0,0,0,0,17.2,75,0.6,3.9,27.3,0.1,18.1
Mark Ingram,@Buf,W 47-10,0/0,0,0,0,15.5,67.4,0.5,4.1,27,0.2,17.1
Christian McCaffrey,Mia,W 45-21,0/0,0,0,0,9,34.2,0.2,5.2,47.9,0.3,16.4
Devonta Freeman,Dal,W 27-7,0/0,0,0,0,13.8,61.8,0.6,3,25.4,0.1,15.9
Melvin Gordon,@Jax,L 17-20,0/0,0,0,0,15.3,66.2,0.3,4,29.6,0.1,15.9
Bilal Powell,@TB,L 10-15,0/0,0,0,0,13.7,60.3,0.4,3.3,25.9,0.2,15.4
Alvin Kamara,@Buf,W 47-10,0/0,0,0,0,8.3,35.3,0.3,5,41,0.2,15.1
Jordan Howard,GB,L 16-23,0/0,0,0,0,20.6,89.7,0.5,1.2,10.9,0.1,14.7
Lamar Miller,@LAR,L 7-33,0/0,0,0,0,15.4,64.8,0.4,2.6,17.9,0.1,13.8
Jerick McKinnon,@Wsh,W 38-30,0/0,0,0,0,12.3,51.7,0.3,3.5,23.9,0.1,13.1
Adrian Peterson*,Sea,L 16-22,0/0,0,0,0,17.4,76.1,0.5,1.3,10,0,12.6
DeMarco Murray*,Cin,W 24-20,0/0,0,0,0,13.4,56.2,0.4,2.4,16.9,0.1,12.6
Joe Mixon,@Ten,L 20-24,0/0,0,0,0,14.5,53.5,0.3,2.8,22.4,0.1,12.5
Chris Thompson*,Min,L 30-38,0/0,0,0,0,6.5,29.2,0.1,4.2,36,0.1,12.1
Doug Martin,NYJ,W 15-10,0/0,0,0,0,15.6,67.8,0.4,1.2,9.8,0,11.6
Orleans Darkwa,@SF,L 21-31,0/0,0,0,0,14.5,60.7,0.3,1.7,13.2,0.1,11.2
Duke Johnson Jr.,@Det,L 24-38,0/0,0,0,0,6.1,24.9,0.1,4,33.8,0.1,11.2
Frank Gore,Pit,L 17-20,0/0,0,0,0,13.1,55.7,0.4,1.8,14.2,0,11.1
Isaiah Crowell,@Det,L 24-38,0/0,0,0,0,13.5,53.5,0.3,2,16.3,0.1,11.1
James White*,@Den,W 41-16,0/0,0,0,0,2.6,10,0.1,4.4,37.6,0.2,11
Ameer Abdullah,Cle,W 38-24,0/0,0,0,0,16.4,59.9,0.3,1.5,12.4,0.1,10.8
Elijah McGuire,@TB,L 10-15,0/0,0,0,0,8.9,36.2,0.3,2.3,20.3,0.1,10.2
Thomas Rawls,@Ari,W 22-16,0/0,0,0,0,13.9,58.2,0.3,1.3,10.6,0.1,10
Tarik Cohen,GB,L 16-23,0/0,0,0,0,7.7,31.6,0.2,2.7,24.9,0.1,10
Alfred Morris,@Atl,L 7-27,0/0,0,0,0,12.6,54.8,0.5,1,7.4,0,10
Latavius Murray,@Wsh,W 38-30,0/0,0,0,0,13.1,52.7,0.5,1,7.4,0,9.8
Theo Riddick,Cle,W 38-24,0/0,0,0,0,3.8,12.8,0.1,3.6,29.1,0.2,9.7
Rob Kelley*,Min,L 30-38,0/0,0,0,0,14,53.6,0.4,1,8.1,0,9.4
Tevin Coleman,Dal,W 27-7,0/0,0,0,0,8,35.7,0.3,1.8,16.8,0.1,9.3
Jonathan Stewart,Mia,W 45-21,0/0,0,0,0,13.4,52.6,0.3,1.1,9.3,0,9.1
Aaron Jones*,@Chi,W 23-16,0/0,0,0,0,11,47.4,0.3,1.6,11.5,0,9.1
Ty Montgomery*,@Chi,W 23-16,0/0,0,0,0,9.3,39.9,0.3,1.7,12,0,8.8
Rex Burkhead*,@Den,W 41-16,0/0,0,0,0,3.1,12.6,0.1,3.3,27.3,0.2,8.7
Kenyan Drake,@Car,L 21-45,0/0,0,0,0,11.5,47.8,0.1,1.8,11.5,0,8.6
Marlon Mack,Pit,L 17-20,0/0,0,0,0,7.7,33,0.3,1.9,15.1,0,8.5
Devontae Booker,NE,L 16-41,0/0,0,0,0,6.3,26.5,0.1,2.5,21.3,0.1,8.5
