PLAYER,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Antonio Brown*,@Cle,W 21-18,0/0,0,0,0,0.3,1.6,0,6.7,90.3,0.5,19.1
Julio Jones,@Chi,W 23-17,0/0,0,0,0,0,0,0,5.9,88.1,0.4,17.2
A.J. Green,Bal,L 0-20,0/0,0,0,0,0,0,0,5.9,81,0.5,16.8
Jordy Nelson*,Sea,W 17-9,0/0,0,0,0,0,0,0,5.4,74.7,0.5,16.1
Brandon Marshall*,@Dal,L 3-19,0/0,0,0,0,0,0,0,5.3,74.6,0.6,16.1
Doug Baldwin,@GB,L 9-17,0/0,0,0,0,0.2,1.5,0,5.5,72.5,0.5,15.7
Amari Cooper,@Ten,W 26-16,0/0,0,0,0,0.2,1.4,0,5.4,76.3,0.4,15.3
Michael Crabtree,@Ten,W 26-16,0/0,0,0,0,0,0,0,5.6,67.7,0.5,15.1
Larry Fitzgerald,@Det,L 23-35,0/0,0,0,0,0,0,0,5.9,67,0.4,15
Brandin Cooks,KC,L 27-42,0/0,0,0,0,0.1,0.8,0,5.1,69.2,0.4,14.4
T.Y. Hilton,@LAR,L 9-46,0/0,0,0,0,0,0,0,5,74.2,0.3,14.4
Michael Thomas,@Min,L 19-29,0/0,0,0,0,0,0,0,5.5,67,0.4,14.3
Demaryius Thomas,LAC,W 24-21,0/0,0,0,0,0,0,0,5.4,68.1,0.3,14.2
DeAndre Hopkins*,Jax,L 7-29,0/0,0,0,0,0,0,0,5,71.3,0.3,14.1
Terrelle Pryor Sr.*,Phi,L 17-30,0/0,0,0,0,0.2,1.3,0,4.7,69.4,0.4,14.1
Emmanuel Sanders*,LAC,W 24-21,0/0,0,0,0,0,0,0,5.1,69.7,0.3,13.9
Tyreek Hill*,@NE,W 42-27,0/0,0,0,0,1.4,8.9,0.1,5.2,57.1,0.2,13.8
Dez Bryant,NYG,W 19-3,0/0,0,0,0,0,0,0,4.5,64.2,0.5,13.7
Alshon Jeffery,@Wsh,W 30-17,0/0,0,0,0,0,0,0,4.7,67.2,0.3,13.5
Sammy Watkins,Ind,W 46-9,0/0,0,0,0,0,0,0,4.4,71.2,0.3,13.5
Stefon Diggs,NO,W 29-19,0/0,0,0,0,0.2,1.5,0,5,61.8,0.3,13.4
Sterling Shepard*,@Dal,L 3-19,0/0,0,0,0,0.2,1.4,0,4.8,59.6,0.4,13.3
Golden Tate,Ari,W 35-23,0/0,0,0,0,0.6,3.5,0,5,58,0.4,13.3
Davante Adams*,Sea,W 17-9,0/0,0,0,0,0,0,0,4.6,56.8,0.5,13
Pierre Garcon*,Car,L 3-23,0/0,0,0,0,0,0,0,5.1,62.6,0.2,12.9
Jamison Crowder,Phi,L 17-30,0/0,0,0,0,0.2,1.5,0,4.8,61.5,0.3,12.7
Martavis Bryant,@Cle,W 21-18,0/0,0,0,0,0.4,2.7,0,3.8,58.7,0.4,12.7
Kelvin Benjamin,NYJ,W 21-12,0/0,0,0,0,0,0,0,4.1,60.5,0.4,12.7
Jeremy Maclin*,@Cin,W 20-0,0/0,0,0,0,0.1,0.8,0,4.9,58.1,0.2,12.1
Adam Thielen,NO,W 29-19,0/0,0,0,0,0.2,1.5,0,4.2,57.9,0.3,11.9
Keenan Allen,@Den,L 21-24,0/0,0,0,0,0,0,0,5.1,53.3,0.2,11.8
Allen Robinson*,@Hou,W 29-7,0/0,0,0,0,0,0,0,4.4,56.6,0.3,11.8
Kenny Britt,KC,L 27-42,0/0,0,0,0,0,0,0,3.9,57.3,0.3,11.5
Chris Hogan*,KC,L 27-42,0/0,0,0,0,0.3,1.7,0,3.7,53.2,0.4,11.4
Randall Cobb,Sea,W 17-9,0/0,0,0,0,0.5,2.8,0,4.2,47.6,0.3,11.3
Mike Wallace,@Cin,W 20-0,0/0,0,0,0,0.2,1.4,0,4.3,52.1,0.2,11.2
Ted Ginn Jr.,@Min,L 19-29,0/0,0,0,0,0.2,1.7,0,3.8,54.4,0.3,11.1
Donte Moncrief*,@LAR,L 9-46,0/0,0,0,0,0.2,1.5,0,4.3,47,0.3,11.1
John Brown,@Det,L 23-35,0/0,0,0,0,0.2,1.4,0,3.7,53.9,0.3,11
Marvin Jones Jr.,Ari,W 35-23,0/0,0,0,0,0,0,0,3.4,51.3,0.4,10.9
Zay Jones,NYJ,W 21-12,0/0,0,0,0,0,0,0,3.5,47,0.3,9.9
Jordan Matthews*,NYJ,W 21-12,0/0,0,0,0,0,0,0,3.5,46.4,0.3,9.7
Devin Funchess,@SF,W 23-3,0/0,0,0,0,0,0,0,3,45.5,0.3,9.6
Brandon Coleman,@Min,L 19-29,0/0,0,0,0,0,0,0,3.4,44.5,0.3,9.6
Danny Amendola,KC,L 27-42,0/0,0,0,0,0.1,0.9,0,3.9,38.8,0.3,9.4
Robby Anderson,@Buf,L 12-21,0/0,0,0,0,0.2,1.6,0,3.3,48,0.2,9.3
Mohamed Sanu,@Chi,W 23-17,0/0,0,0,0,0.2,1.6,0,3.4,38.7,0.3,9.3
Braxton Miller,Jax,L 7-29,0/0,0,0,0,0.6,3.5,0,3.4,38.5,0.3,9.2
Marqise Lee*,@Hou,W 29-7,0/0,0,0,0,0.5,3.1,0,3.5,39.8,0.2,9
Breshad Perriman,@Cin,W 20-0,0/0,0,0,0,0,0,0,3.5,43.5,0.2,8.9
Taylor Gabriel,@Chi,W 23-17,0/0,0,0,0,0.2,1.6,0,3.1,42,0.2,8.9
Brandon LaFell,Bal,L 0-20,0/0,0,0,0,0,0,0,3.3,40.9,0.2,8.9
Marquise Goodwin,Car,L 3-23,0/0,0,0,0,0.1,0.7,0,3.1,45.2,0.2,8.8
J.J. Nelson,@Det,L 23-35,0/0,0,0,0,0.3,1.7,0,2.5,43.6,0.3,8.7
Paul Richardson,@GB,L 9-17,0/0,0,0,0,0,0,0,3,39.8,0.2,8.5
Tavarres King*,@Dal,L 3-19,0/0,0,0,0,0,0,0,2.9,38.5,0.2,8.1
Laquon Treadwell,NO,W 29-19,0/0,0,0,0,0,0,0,2.9,35.7,0.3,8
Robert Woods,Ind,W 46-9,0/0,0,0,0,0,0,0,3.1,37.7,0.2,8
Terrance Williams,NYG,W 19-3,0/0,0,0,0,0,0,0,2.6,39.7,0.2,7.9
Tyler Boyd,Bal,L 0-20,0/0,0,0,0,0.3,1.7,0,3.1,34.8,0.2,7.9
Kenny Golladay,Ari,W 35-23,0/0,0,0,0,0,0,0,2.7,33.8,0.3,7.9
Jermaine Kearse,@Buf,L 12-21,0/0,0,0,0,0,0,0,2.7,38.8,0.2,7.7
Tavon Austin,Ind,W 46-9,0/0,0,0,0,2,14.6,0.1,2.1,27.1,0.1,7.6
Allen Hurns,@Hou,W 29-7,0/0,0,0,0,0,0,0,2.9,36.9,0.2,7.5
Curtis Samuel*,@SF,W 23-3,0/0,0,0,0,2.2,11.5,0.1,2.2,27.3,0.1,7.4
Albert Wilson,@NE,W 42-27,0/0,0,0,0,0.1,0.6,0,2.9,34.2,0.2,7.3
Cooper Kupp,Ind,W 46-9,0/0,0,0,0,0,0,0,2.9,34.3,0.2,7.3
Joshua Bellamy,Atl,L 17-23,0/0,0,0,0,0,0,0,2.6,34.3,0.2,7.2
Kamar Aiken,@LAR,L 9-46,0/0,0,0,0,0,0,0,2.8,32.5,0.2,7.1
Andre Holmes*,NYJ,W 21-12,0/0,0,0,0,0,0,0,2.1,32.4,0.3,7
Trent Taylor,Car,L 3-23,0/0,0,0,0,0.1,0.7,0,2.6,32.8,0.1,6.8
Nelson Agholor,@Wsh,W 30-17,0/0,0,0,0,0.3,1.6,0,2.6,29.6,0.2,6.7
Travis Benjamin,@Den,L 21-24,0/0,0,0,0,0.1,0.8,0,2.4,31,0.1,6.5
Josh Doctson,Phi,L 17-30,0/0,0,0,0,0,0,0,2.2,31.6,0.2,6.4
Jaron Brown,@Det,L 23-35,0/0,0,0,0,0,0,0,2.2,30.6,0.2,6.4
Chris Conley*,@NE,W 42-27,0/0,0,0,0,0,0,0,2.6,29.8,0.1,6.4
Seth Roberts,@Ten,W 26-16,0/0,0,0,0,0,0,0,2.2,28.3,0.2,6.3
Bennie Fowler III,LAC,W 24-21,0/0,0,0,0,0,0,0,2.4,30.2,0.1,6.2
Eli Rogers,@Cle,W 21-18,0/0,0,0,0,0,0,0,2.3,29,0.1,6.1
Bruce Ellington*,Jax,L 7-29,0/0,0,0,0,0,0,0,2.3,29.3,0.1,6.1
Quan Bray,@LAR,L 9-46,0/0,0,0,0,0,0,0,1.1,13.1,0.1,3
Cordarrelle Patterson,@Ten,W 26-16,0/0,0,0,0,0.7,5.4,0,0.9,9.2,0.1,2.9
Brice Butler,NYG,W 19-3,0/0,0,0,0,0,0,0,0.9,12.6,0.1,2.8
Taywan Taylor,Oak,L 16-26,0/0,0,0,0,0,0,0,0.9,11.7,0.1,2.6
Jarius Wright,NO,W 29-19,0/0,0,0,0,0,0,0,1,12.5,0.1,2.5
JuJu Smith-Schuster,@Cle,W 21-18,0/0,0,0,0,0,0,0,0.9,11,0.1,2.5
Justin Hardy,@Chi,W 23-17,0/0,0,0,0,0,0,0,0.9,9.9,0.1,2.4
Mack Hollins,@Wsh,W 30-17,0/0,0,0,0,0,0,0,0.9,11.2,0.1,2.3
Dontrelle Inman,Atl,L 17-23,0/0,0,0,0,0,0,0,0.9,10.5,0.1,2.2
Sammie Coates,Pit,L 18-21,0/0,0,0,0,0,0,0,0.7,10.8,0.1,2.1
Chris Moore,@Cin,W 20-0,0/0,0,0,0,0.1,0.6,0,0.7,8.6,0,2
Brandon Tate,NYJ,W 21-12,0/0,0,0,0,0,0,0,0.6,9.6,0,1.9
Keelan Cole,@Hou,W 29-7,0/0,0,0,0,0,0,0,0.8,9.1,0,1.9
Isaiah McKenzie,LAC,W 24-21,0/0,0,0,0,0,0,0,0.7,8.3,0,1.9
Ryan Switzer,NYG,W 19-3,0/0,0,0,0,0.3,1.7,0,0.5,6,0,1.7
Cody Latimer*,LAC,W 24-21,0/0,0,0,0,0,0,0,0.7,7.8,0,1.7
Amara Darboh,@GB,L 9-17,0/0,0,0,0,0,0,0,0.6,7.6,0.1,1.7
Darrius Heyward-Bey,@Cle,W 21-18,0/0,0,0,0,0,0,0,0.4,6.6,0,1.4
Andre Roberts,@Chi,W 23-17,0/0,0,0,0,0,0,0,0.4,4.5,0,1.4
Demarcus Robinson,@NE,W 42-27,0/0,0,0,0,0,0,0,0.5,6.4,0,1.3
Kasen Williams,Pit,L 18-21,0/0,0,0,0,0,0,0,0.5,6.2,0,1.3
Phillip Dorsett,KC,L 27-42,0/0,0,0,0,0.3,1.7,0,0.3,4.3,0,1.3
Rodney Adams,NO,W 29-19,0/0,0,0,0,0,0,0,0.4,5.7,0,1.3
Trevor Davis,Sea,W 17-9,0/0,0,0,0,0,0,0,0.4,5.2,0,1.2
De'Anthony Thomas*,@NE,W 42-27,0/0,0,0,0,0.1,0.6,0,0.5,4.4,0,1.2
Russell Shepard,@SF,W 23-3,0/0,0,0,0,0,0,0,0.4,5.2,0,1.1
Austin Carr,@Min,L 19-29,0/0,0,0,0,0,0,0,0.4,4.6,0,1
Arrelious Benn*,@Hou,W 29-7,0/0,0,0,0,0,0,0,0.4,4.6,0,1
Tommylee Lewis,@Min,L 19-29,0/0,0,0,0,0.2,1.5,0,0.2,3.1,0,0.9
Damiere Byrd*,@SF,W 23-3,0/0,0,0,0,0,0,0,0.3,3.9,0,0.8
Jehu Chesson,@NE,W 42-27,0/0,0,0,0,0,0,0,0.3,3.8,0,0.8
Alex Erickson,Bal,L 0-20,0/0,0,0,0,0,0,0,0.2,2.4,0,0.6
Marcus Johnson,@Wsh,W 30-17,0/0,0,0,0,0,0,0,0.2,2.8,0,0.6
Tanner McEvoy,@GB,L 9-17,0/0,0,0,0,0,0,0,0.2,2.5,0,0.6
Kendrick Bourne,Car,L 3-23,0/0,0,0,0,0,0,0,0.2,2.7,0,0.6
Victor Bolden Jr.,Car,L 3-23,0/0,0,0,0,0,0,0,0.2,2.7,0,0.6
Andy Jones,Ari,W 35-23,0/0,0,0,0,0,0,0,0.2,2.8,0,0.5
Josh Reynolds,Ind,W 46-9,0/0,0,0,0,0,0,0,0.2,2.6,0,0.5
Eric Weems,Oak,L 16-26,0/0,0,0,0,0,0,0,0.2,2.3,0,0.5
Jeff Janis,Sea,W 17-9,0/0,0,0,0,0.1,0.7,0,0.1,1.3,0,0.4
